id,group,groups,class,last_post,age_d,posts_24h,boots_24h,fwVer,fwVerTi,tiUartVer,bBootCount,bootReasonFlags,tifota_lastFailedVer,tifota_config_err,tiBslOkCnt,VddAdc,deviceState,failedCal,tiError,tiRecoveryExhausted,tiParked,sfProbeHeld,radioOveruseCnt,meterVal,tiBootCnt
9785e4c0-3cac-11ee-af4e-2b411221b2af,All,2,stale,02/07 01:32,949.3,0,,10649,,,28,6,,,,,Metering,,,,,,1,0,
978688f0-011a-11f1-8726-d3fa6d0d96af,Roosevelt MHC,2,ok,09/12 05:22,1.2,0,0,16131,296,,22,4,0,0,,3666,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,411.633,
978c3ad0-9328-11f0-ac3b-59f8170a8dd3,Arizona Manor,2,stale,09/01 04:28,12.2,0,,16022,260,,32,6,,0,,3684,Metering,,00000000 00000000 00000000 00004000 00000000 00000000 00000000 00000000,,,,1,10028.032,
97937690-a741-11ed-8426-5912eec2be3c,TN1901E5,2,stale,02/13 08:00,577.0,0,,10671,,,32,20,,,,,Metering,,,,,,1,34074,
9799b380-720c-11ed-b9b4-b5291c26d4ab,Refurb L SB,2,stale,02/12 13:43,212.8,0,,10671,,,24,4,,,,,Standby,,,,,,1,0,
97a1a4b0-5461-11f1-b1bb-f3574cce671d,All,2,stale,05/20 11:18,115.9,0,,16022,260,,11,4,,0,,3619,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
97a57270-65be-11f1-9333-3b2cfe68422f,Bannock MHP,2,ok,09/13 08:34,0.1,6,0,17032,344,344,48,4,0,0,24,3666,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,3,6898.287,6
97a93810-62a9-11f0-8658-7f4e94e41769,GENII Production Failures,2,ok,09/12 14:27,0.8,12,2,17078,391,391,65,6,0,0,12,3556,Calibrating,false,00000000 00000000 00000000 0000E000 00000000 00000000 00000000 00000000,0,,,5,108257,131
97afe6c0-3a9d-11f1-b198-172a4a9f25c9,Paola MHC,2,ok,09/13 10:02,-0.0,0,0,16185,314,448,47,6,0,0,1,3674,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,48880.809,1
97bff880-a0c8-11f1-a1a6-391af391818e,Farmingbury Commons,2,failed_cal,09/13 08:45,0.0,4,1,17037,344,344,21,20,0,0,1,3653,Failed Cal,true,00000000 00000000 00000000 0000E000 00000480 00000000 00000000 00000000,0,,,1,0,61
97c2c230-3504-11f0-8e55-b138a1c03c8e,Ponderosa MHC,2,ok,09/11 09:01,2.0,0,0,17037,344,565,44,6,0,0,2,3652,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,10248.428,1
97c68410-a976-11f0-98a7-c3bc57f9afe3,Crystal Acres MHC,2,ti_recovery_exhausted,09/13 08:07,0.1,4,0,17032,344,344,33,6,0,0,6,3630,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,1,,,2,8651.986,207
97cfe6d0-89fa-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 09:40,0.0,2,0,17037,344,344,21,20,0,0,5,3675,Failed Cal,true,00000000 00000000 00000000 0000E000 00000200 00000000 00000000 00000000,0,,,1,0,10
97d06de0-b332-11ee-9d43-0b6fcb4bb1bf,All,2,stale,02/22 00:57,934.3,0,,10651,,,94,20,,,,,Standby,,,,,,10,0,
97d427d0-3d8a-11f0-8e55-b138a1c03c8e,GENII Production Failures,2,stale,01/25 10:24,230.9,0,,10322,181,,6,6,,0,,,Not Metering,,,,,,2,11635,
97d5b640-3d0d-11f0-8e55-b138a1c03c8e,Kingsbrook MHC,2,ok,09/13 05:04,0.2,1,0,16131,296,,48,6,0,0,,3633,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,27266.002,
97d96f70-3dc0-11f0-8e55-b138a1c03c8e,Kingsbrook MHC,2,ok,09/13 03:28,0.3,1,0,16131,296,,34,6,0,0,,3624,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,19125.027,
97da5910-79dc-11ef-b1d9-ff37f0a7cd32,Nelson Ledge Estates,2,ti_dead,09/10 03:31,3.3,0,0,10693,,,21,6,,,,,Metering,,,,,,1,15932,
97da9e70-a644-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 09:14,0.0,8,0,17037,344,344,20,4,0,0,1,3664,Failed Cal,true,00000000 00000000 00000000 0000E080 00000100 00000000 00000000 00000000,0,,,3,0,5
97db67e0-46a9-11ee-af4e-2b411221b2af,Camelback,2,stale,06/26 23:47,78.4,0,,10706,,,63,20,,,,,Metering,,,,,,2,110236,
97de9f00-e2fc-11ef-a5fd-a97d57576080,GENII Production Failures,2,stale,05/10 02:55,126.3,0,,16022,260,,11,6,,0,,3485,Not Metering,,00000000 00000000 00000000 00004080 00000000 00000000 00000000 00000000,,,,1,25854,
97e5b060-8e38-11ef-b1d9-ff37f0a7cd32,Shady Grove,2,ti_dead,09/10 08:06,3.1,0,0,10671,,,26,6,,,,,Metering,,,,,,1,15330,
97f23190-e2fd-11ef-a5fd-a97d57576080,All,2,stale,06/19 03:32,451.3,0,,10231,131,,43,6,,,,,Not Metering,,,,,,1,19104,
97fa3c50-3caa-11ee-af4e-2b411221b2af,All,2,stale,08/06 23:57,37.4,0,,10706,,,11,6,,,,,Installing,,,,,,2,24707,
97fa94f0-2023-11ee-8565-6b22fca7e896,All,2,stale,11/21 19:00,660.6,0,,10671,,,81,4,,,,,Standby,,,,,,1,13670,
97fe2420-5483-11f1-b1bb-f3574cce671d,Parkwood,2,ok,09/13 07:46,0.1,6,0,17078,391,391,29,6,0,0,5,3649,Calibrating,false,00000000 00000000 00000000 00004080 00000000 00000000 00000000 00000000,0,,,1,0,2
980617e0-26ce-11f0-8272-45e3ef110760,Sky Run,2,stale,12/29 12:54,257.8,0,,10314,176,,37,6,,3,,,Not Metering,,,,,,2,1,
9808a7c0-990e-11ee-b99a-4db944ac885f,Pace East,2,ti_dead,09/10 05:52,3.2,0,0,10671,,,44,6,,,,,Metering,,,,,,1,120622,
98090d00-a317-11ef-82ac-6ff8f1723c66,All,2,stale,03/15 18:15,546.7,0,,10165,22,,28,6,,,,,Metering,,No signal detected in both upstream and downstream channels.,,,,0,3269,
98239320-c7bd-11f0-9842-6d029661c338,Riverview Apartments MF,2,ok,09/12 08:49,1.0,0,0,17037,344,344,23,20,0,0,1,3641,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,11931.029,2
9829ad40-8ac3-11f1-a1a6-391af391818e,Woodland Heights MHC,2,ok,09/12 08:22,1.1,0,0,17037,344,559,28,4,0,0,24,3680,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,26.344,3
98364bd0-71c3-11ed-b9b4-b5291c26d4ab,Refurb L SB,2,stale,02/11 11:38,213.9,0,,10671,,,24,4,,,,,Standby,,,,,,1,0,
983aa7a0-2c0a-11ee-a8b5-978d1afca354,Stone2620N,2,ti_dead,09/09 05:57,4.2,0,0,10671,,,38,6,,,,,Metering,,,,,,1,51522,
9845c4b0-a743-11ed-8426-5912eec2be3c,All,2,stale,06/12 06:08,93.2,0,,10706,,,41,20,,,,,Failed Calibration,,,,,,1,62084,
984b5c90-1a59-11ec-94c5-95a06fbff7ce,Tucson East,2,stale,07/26 06:59,779.1,0,,10671,,,51,6,,,,,Metering,,,,,,1,19739,
985254e0-8e38-11ef-b1d9-ff37f0a7cd32,Shady Grove,2,ti_dead,09/10 08:45,3.0,0,0,10671,,,38,4,,,,,Metering,,,,,,1,12634,
98691e10-a0a1-11f0-b5af-5dfa9891b485,All,2,failed_cal,09/13 02:02,0.3,18,0,16185,314,314,23,4,0,0,1,3650,Not Metering,true,00000000 00000000 00000000 0000E000 00000000 00000000 00000000 00000000,0,,,10,0,207
986a56f0-9e7a-11f0-b5af-5dfa9891b485,All,2,stale,10/09 07:37,339.1,0,,10270,149,,15,4,,,,,Not Metering,,,,,,1,0,
987298d0-7284-11ed-b9b4-b5291c26d4ab,All,2,stale,05/03 11:16,1228.9,0,,10546,,,65,,,,,,Standby,,,,,,,26372,
98735c60-14c6-11ec-94c5-95a06fbff7ce,Grove,2,stale,11/24 18:27,292.6,0,,10671,,,32,20,,,,,Metering,,,,,,1,41928,
9875d5e0-84e2-11f0-8b4a-0d0197d44616,Kingsbrook MHC,2,stale,06/03 03:53,102.3,0,,16048,272,,18,6,0,0,,3630,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,3,155.447,
987f7d20-c4fc-11f0-9842-6d029661c338,All,2,stale,06/24 15:17,80.8,0,,362,209,,110,6,,0,,2898,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,91,
98807220-89fa-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 07:33,0.1,2,0,17037,344,344,20,6,0,0,5,3674,Failed Cal,true,00000000 00000000 00000000 0000C000 00000000 00000000 00000000 00000000,0,,,1,0,25
98818d10-a0c3-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 08:03,0.1,2,0,17037,344,344,16,20,0,0,1,3672,Failed Cal,true,00000000 00000000 00000000 0000E000 00000380 00000000 00000000 00000000,0,,,1,0,13
98870d60-4805-11f1-969c-6109d9dfb138,Heritage Apartments,2,ok,09/13 05:23,0.2,1,0,16131,296,,22,4,0,0,,3672,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,9456.294,
988d0d40-8b63-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 08:42,0.1,2,0,17037,344,344,25,20,0,0,5,3669,Failed Cal,true,00000000 00000000 00000000 0000E000 00000080 00000000 00000000 00000000,0,,,1,0,43
988e57e0-3d0d-11f0-8e55-b138a1c03c8e,Kingsbrook MHC,2,ok,09/13 04:41,0.2,1,0,16131,296,,39,6,0,0,,3110,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,71672.672,
98900490-1986-11ec-94c5-95a06fbff7ce,Canyon Heights,2,stale,06/21 06:15,814.2,0,,10671,,,63,20,,,,,Failed Calibration,,,,,,1,23225,
9894e230-990e-11ee-b99a-4db944ac885f,All,2,stale,04/14 10:54,882.0,0,,10660,,,78,20,,,,,Standby,,,,,,10,10,
98950400-b4bf-11ee-9d43-0b6fcb4bb1bf,All,2,stale,10/26 07:46,322.1,0,,10706,,,45,6,,,,,Failed Calibration,,,,,,1,37722,
9895a6a0-7283-11ed-b9b4-b5291c26d4ab,All,2,stale,10/25 04:16,1054.2,0,,10566,,,5,,,,,,Standby,,,,,,,17698,
989e7900-8acc-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 10:17,-0.0,0,0,17037,344,344,27,20,0,0,5,3670,Failed Cal,true,00000000 00000000 00000000 00004000 00000000 00000000 00000000 00000000,0,,,1,0,41
98a074e0-8e38-11ef-b1d9-ff37f0a7cd32,Shady Grove,2,ti_dead,09/10 03:32,3.3,0,0,10671,,,31,4,,,,,Metering,,,,,,1,116236,
98a4bf50-9e63-11f0-b5af-5dfa9891b485,All,2,stale,09/30 18:14,347.7,0,,10270,0,,10,6,,,,,Not Metering,,,,,,1,0,
98a76d00-8787-11f1-a1a6-391af391818e,Sky Stream,2,ok,09/13 10:02,-0.0,71,0,17055,365,365,53,20,0,0,9,3621,Calibrating,false,00000000 00000000 00000000 00006000 00000080 00000000 00000000 00000000,0,,,0,0,100
98a83710-a473-11ef-82ac-6ff8f1723c66,GenII Pilot,2,stale,11/18 12:52,663.8,0,,10141,20,,,,,,,,Not Metering,,,,,,,0,
98a88d80-4cec-11ee-b7e1-39727005a827,All,2,stale,03/26 14:02,535.8,0,,10693,,,26,4,,,,,Standby,,,,,,1,0,
98af0740-3a9d-11f1-b198-172a4a9f25c9,Paola MHC,2,ok,09/13 10:20,-0.0,2,0,17037,344,344,46,20,0,0,15,3673,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,12022.638,2
98b505b0-8ab5-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 09:34,0.0,2,0,17037,344,344,26,20,0,0,6,3666,Failed Cal,true,00000000 00000000 00000000 0000C000 00000000 00000000 00000000 00000000,0,,,1,0,26
98b9de30-89e5-11f1-a1a6-391af391818e,Wintergreen Apartments,2,failed_cal,09/13 08:26,0.1,2,0,17037,344,344,35,20,0,0,5,3672,Failed Cal,true,00000000 00000000 00000000 0000E000 00000280 00000000 00000000 00000000,0,,,1,0,218
98cf32b0-7913-11ef-b1d9-ff37f0a7cd32,All,2,stale,10/23 15:44,324.8,0,,10706,,,63,6,,,,,Standby,,,,,,2,18845,
98e3bbf0-666f-11f0-8658-7f4e94e41769,Aurora MHC,2,failed_cal,09/13 07:45,0.1,4,1,17078,391,391,46,20,0,0,1,3640,Failed Cal,true,00000000 00000000 00000000 00004000 00000000 00000000 00000000 00000000,0,,,1,20498,227
98ecc440-1b2b-11ec-94c5-95a06fbff7ce,All,2,stale,05/26 22:24,1205.5,0,,10420,,,11,,,,,,Standby,,,,,,,10141.84,
98f0b200-9a69-11f0-b5af-5dfa9891b485,GENII Production Failures,2,stale,08/21 11:13,22.9,0,,17037,0,0,66367,20,344,0,1,2962,TI Silent,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,1339,0
98f7ddc0-21f1-11ee-8565-6b22fca7e896,All,2,stale,10/21 16:17,691.7,0,,10693,,,22,20,,,,,Standby,,,,,,10,2821,
99010290-a73c-11ed-8426-5912eec2be3c,TN1901E5,2,stale,12/02 04:14,650.2,0,,10671,,,29,6,,,,,Metering,,,,,,1,8540,
99082950-a641-11f1-a1a6-391af391818e,All,2,failed_cal,09/12 19:45,0.6,3,0,17037,344,344,14,4,0,0,1,3663,Failed Cal,true,00000000 00000000 00000000 0000E080 00000180 00000000 00000000 00000000,0,,,2,0,6
9908b2a0-990e-11ee-b99a-4db944ac885f,All,2,stale,11/24 03:46,293.2,0,,10706,,,71,4,,,,,Standby,,,,,,1,27980,
990e82e0-94d6-11ec-a577-bf676923aa1d,All,2,stale,12/14 12:35,1003.8,0,,10635,,,18,,,,,,Standby,,,,,,,221,
991313a0-46a0-11ee-af4e-2b411221b2af,Preserve,2,ti_dead,09/10 06:03,3.2,0,0,10671,,,29,20,,,,,Metering,,,,,,1,8267,
991364b0-ad74-11ed-8426-5912eec2be3c,All,2,stale,03/08 02:53,554.3,0,,10693,,,86,6,,,,,Metering,,,,,,1,23692,
99271e80-94d7-11ec-a577-bf676923aa1d,All,2,stale,12/05 21:10,281.5,0,,10671,,,93,20,,,,,Standby,,,,,,2,115344,
99313fd0-b1fc-11ed-8426-5912eec2be3c,Sage,2,ti_dead,09/11 11:33,1.9,0,0,10671,,,46,6,,,,,Metering,,,,,,1,47708,
9931d2c0-79dc-11ef-b1d9-ff37f0a7cd32,Nelson Ledge Estates,2,ti_dead,09/10 06:48,3.1,0,0,10693,,,20,6,,,,,Metering,,,,,,1,30464,
9936b7a0-4b21-11f1-bc16-b52012ce6db2,All,2,stale,05/10 09:55,126.0,0,,16022,260,,18,4,,0,,3649,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
993763c0-990e-11ee-b99a-4db944ac885f,Oaklodge MHP,2,ti_dead+failed_cal,09/13 04:28,0.2,1,0,10706,,,52,6,,,,,Failed Calibration,,,,,,1,1346,
99394600-dc4f-11f0-b691-d965a62fa4fa,Rantoul St MF,2,ok,09/12 03:17,1.3,0,0,16022,260,,23,6,,0,,3634,Not Metering,,00000000 00000000 00000000 00004000 00000000 00000000 00000000 00000000,,,,1,0,
9940db50-5499-11f1-b1bb-f3574cce671d,All,2,stale,05/20 15:19,115.8,0,,16022,0,,10,6,,0,,3612,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
99421d30-3e87-11f1-b39d-b550dfb4ab8b,J&L MHP,2,ok,09/13 10:02,-0.0,2,0,17037,344,344,32,20,0,0,1,3672,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,14.253,2
99426e90-d955-11ef-b6c0-d371c5346bb9,GENII Production Failures,2,stale,05/18 03:44,118.3,0,,16022,260,,5,6,,0,,3216,Not Metering,,00000000 00000000 00000000 00004000 00000000 00000000 00000000 00000000,,,,1,14287,
99495950-9a69-11f0-b5af-5dfa9891b485,CJ,2,ok,09/12 03:41,1.3,0,0,16131,296,,48,36,0,0,,3675,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,42175.578,
994a7630-a711-11ed-8426-5912eec2be3c,All,2,stale,08/21 16:17,752.7,0,,10671,,,8937,20,,,,,Metering,,,,,,10,14640,
994cba70-8e38-11ef-b1d9-ff37f0a7cd32,Shady Grove,2,ti_dead,09/10 06:46,3.1,0,0,10671,,,25,6,,,,,Metering,,,,,,1,27807,
994ee130-ad39-11f0-98a7-c3bc57f9afe3,Green Acres MHC,2,ok,09/13 04:09,0.2,1,0,16022,260,,26,6,,0,,3653,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,38724.578,
994f4cc0-9a69-11f0-b5af-5dfa9891b485,Glenn Dorado,2,failed_cal,09/12 13:23,0.9,10,2,17078,391,391,56,6,0,1,3,3672,Failed Cal,true,00000140 00004000 00000000 0000E000 00000480 00000000 00000000 00000000,0,,,4,172965,68
9950c0c0-5c0a-11f0-9fcd-87e94e720126,Aurora MHC,2,ok,09/13 04:55,0.2,1,0,16022,260,,61,6,,0,,3637,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,19025.863,
995d78b0-4082-11ee-af4e-2b411221b2af,Ridgewood Gardens,2,ti_dead,09/10 03:38,3.3,0,0,10671,,,37,4,,,,,Standby,,,,,,1,42151,
9960d3a0-0c51-11f1-8768-5551e7a34f27,Roosevelt MHC,2,stale,09/05 05:09,8.2,0,,16131,296,,28,6,0,0,,3687,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,1404.185,
99672030-8acc-11f1-a1a6-391af391818e,Aurora MHC,2,ok,09/13 07:45,0.1,2,0,17037,344,344,29,4,0,0,14,3678,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,181.277,22
9974d9b0-480e-11f1-969c-6109d9dfb138,Heritage Apartments,2,ok,09/13 03:25,0.3,1,0,16131,296,,19,6,0,0,,3667,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,2399.993,
9982e730-2c9b-11ee-a8b5-978d1afca354,Preserve,2,ti_dead,09/13 07:47,0.1,1,0,10671,,,44,6,,,,,Metering,,,,,,2,176710,
99848d90-9a69-11f0-b5af-5dfa9891b485,CJ,2,ok,09/13 02:52,0.3,2,0,362,209,,30,6,,0,,3662,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,2,34871.293,
9987f900-48bd-11f1-bc16-b52012ce6db2,All,2,stale,05/05 13:40,130.8,0,,15155,260,,13,4,,0,,3615,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
998d5050-1986-11ec-94c5-95a06fbff7ce,Canyon Heights,2,stale,05/18 10:25,848.0,0,,10660,,,50,6,,,,,Metering,,,,,,1,54620,
998df140-9fec-11f0-b5af-5dfa9891b485,Kingsbrook MHC,2,no_status,,,,,,,,,,,,,,,,,,,,,,
99917140-7913-11ef-b1d9-ff37f0a7cd32,All,2,stale,03/09 04:38,188.2,0,,10706,,,41,20,,,,,Failed Calibration,,,,,,1,104699,
9999dd60-d955-11ef-b6c0-d371c5346bb9,All,2,stale,11/12 14:28,304.8,0,,10292,159,,9,4,,,,,Not Metering,,No signal detected in upstream channel.,,,,1,0,
99b2f2d0-a642-11f1-a1a6-391af391818e,Aurora MHC,2,ok,09/13 06:37,0.1,6,2,17037,344,344,16,4,0,0,1,3653,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,0.997,6
99b77470-d01d-11ee-b85d-dba39f676200,Fair Meadows MHC,2,ti_dead,09/12 15:00,0.8,1,0,10671,,,19,4,,,,,Metering,,,,,,3,85602,
99c011e0-6af7-11eb-ac50-8381cc3854c3,All,1,stale,04/29 09:52,1598.0,0,,559,,,1,,,,,,,,,,,,,241149.06,
99c16aa0-a0c4-11f1-a1a6-391af391818e,All,2,ok,09/12 08:14,1.1,0,0,17037,344,344,24,4,0,0,1,3677,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,84.905,12
99c40de0-0596-11ee-b15d-e3ac404013cb,Grove,2,stale,03/24 09:50,538.0,0,,10671,,,22,20,,,,,Metering,,,,,,1,1587,
99c5d560-79dc-11ef-b1d9-ff37f0a7cd32,Chickadee Lane MHC,2,ti_dead,09/13 03:56,0.3,1,0,10693,,,25,20,,,,,Metering,,,,,,1,133341,
99c78f10-a709-11ed-8426-5912eec2be3c,Roosevelt MHC,2,stale,06/26 11:27,78.9,0,,10660,,,7,20,,,,,Standby,,,,,,1,318211,
99c9bd20-a0c6-11f1-a1a6-391af391818e,Farmingbury Commons,2,ok,09/13 08:42,0.1,2,0,17037,344,344,19,20,0,0,1,3664,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,16.809,220
99cbf710-eb0f-11eb-9fc1-5bc223a7796a,All,1,stale,02/10 11:31,1675.9,0,,10204,,,23,,,,,,,,,,,,,32069.6,
99cd5640-b50f-11eb-8f98-7b6578cffea3,All,1,stale,07/29 01:40,1872.3,0,,557,,,7,,,,,,,,,,,,,1542.93,
99cf6d50-d4c1-11f0-b691-d965a62fa4fa,Piney Park,2,ok,09/13 09:56,-0.0,0,0,16185,314,314,24,6,0,0,1,3658,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,27387.191,1
99d01030-0c51-11f1-8768-5551e7a34f27,Roosevelt MHC,2,ok,09/13 04:15,0.2,1,0,16131,296,,16,6,0,0,,3669,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,3983.188,
99d233c0-62c3-11f0-8658-7f4e94e41769,GENII Production Failures,2,stale,12/12 10:27,274.9,0,,10300,0,,28,4,,,,,Not Metering,,,,,,1,606,
99d24430-990e-11ee-b99a-4db944ac885f,Pace East,2,ti_dead,09/10 04:45,3.2,0,0,10706,,,64,4,,,,,Metering,,,,,,1,68318,
99d298f0-7913-11ef-b1d9-ff37f0a7cd32,All,2,stale,07/23 22:00,51.5,0,,10706,,,54,36,,,,,Standby,,,,,,10,37645,
99e36980-d955-11ef-b6c0-d371c5346bb9,GENII Production Failures,2,stale,06/02 03:56,103.3,0,,16048,272,,57,6,0,0,,3568,Not Metering,,00000000 00000000 00000000 00004000 00000000 00000000 00000000 00000000,0,,,2,124339,
99e68d90-8ac5-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 09:23,0.0,2,0,17037,344,344,30,20,0,0,12,3676,Failed Cal,true,00000000 00000000 00000000 0000C000 00000000 00000000 00000000 00000000,0,,,1,0,34
99e8d100-d79b-11f0-b691-d965a62fa4fa,Azulejo,2,stale,06/02 04:29,103.2,0,,16048,272,,28,6,0,0,,3642,Not Metering,,00000080 00000000 00000000 00004000 00000000 00000000 00000000 00000000,0,,,2,0,
99f0dbf0-b220-11ed-8426-5912eec2be3c,1017Turney,2,stale,12/21 06:26,997.1,0,,10631,,,49,,,,,,Metering,,,,,,,17889,
9a000950-3ca8-11ee-af4e-2b411221b2af,Hanover MHP,2,stale,12/16 21:12,270.5,0,,10671,,,43,36,,,,,Metering,,,,,,10,399508,
9a0127a0-d01d-11ee-b85d-dba39f676200,All,2,stale,07/11 06:25,429.1,0,,10706,,,46,20,,,,,Failed Calibration,,,,,,1,3284,
9a025730-729d-11ed-b9b4-b5291c26d4ab,All,2,stale,10/31 06:33,1048.1,0,,10566,,,12,,,,,,Standby,,,,,,,0,
9a10d810-48bd-11f1-bc16-b52012ce6db2,All,2,stale,05/05 13:41,130.8,0,,15155,260,,10,4,,0,,3611,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
9a137850-f317-11f0-8900-8bd481ce9a44,Pace East,2,ok,09/13 04:52,0.2,3,0,16131,296,,36,6,0,0,,3653,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,2,3931.101,
9a1b3410-990e-11ee-b99a-4db944ac885f,All,2,ti_dead,09/10 03:51,3.3,0,0,10685,,,61,6,,,,,Metering,,,,,,1,14848,
9a1f7230-8469-11f0-8b4a-0d0197d44616,Ponderosa MHC,2,ok,09/13 09:48,0.0,4,0,17037,344,344,88,20,0,0,2,3548,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,10228.67,2
9a22b200-65bf-11f1-9333-3b2cfe68422f,Oswego MHP,2,ok,09/13 07:23,0.1,2,0,16185,314,314,42,6,0,0,1,3658,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,5846.569,1
9a306e70-4097-11f0-8e55-b138a1c03c8e,All,2,stale,06/03 12:39,466.9,0,,10222,119,,16,4,,,,,Not Metering,,,,,,1,0,
9a30f770-86bc-11f1-a1a6-391af391818e,Smitty's MHP,2,ok,09/13 08:08,0.1,4,0,17037,344,344,37,4,0,0,15,3671,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,7002.601,13
9a32e170-8e48-11ef-b1d9-ff37f0a7cd32,All,2,stale,05/16 18:48,119.6,0,,10706,,,47,20,,,,,Installing,,,,,,1,5088,
9a35ac70-52f5-11f1-b1bb-f3574cce671d,All,2,stale,05/18 14:49,117.8,0,,16022,260,,13,4,,0,,3620,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
9a364c70-7862-11eb-ac50-8381cc3854c3,All,1,stale,08/02 21:21,1867.5,0,,2,,,4,,,,,,,,,,,,,358.39,
9a44f760-9a69-11f0-b5af-5dfa9891b485,CJ,2,ok,09/12 13:12,0.9,2,0,17037,344,344,29,20,0,0,1,3695,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,25066.193,2
9a4bc020-ad2b-11f0-98a7-c3bc57f9afe3,Sunnyvale MHP,2,ok,09/13 08:28,0.1,6,0,17078,391,391,43,6,0,0,2,3645,Calibrating,false,00000000 00000000 00000000 0000C080 00000000 00000000 00000000 00000000,0,,,1,9710,251
9a4c1350-d01d-11ee-b85d-dba39f676200,All,2,stale,02/19 10:26,570.9,0,,10671,,,2,4,,,,,Standby,,,,,,1,0,
9a533090-a7f6-11ed-8426-5912eec2be3c,Ridgewood Gardens,2,stale,07/16 05:12,424.2,0,,10671,,,38,4,,,,,Standby,,,,,,1,23203,
9a57f020-9b99-11ee-b99a-4db944ac885f,All,2,stale,02/16 15:27,208.7,0,,10671,,,22,4,,,,,Standby,,,,,,1,0,
9a5c28e0-9a69-11f0-b5af-5dfa9891b485,All,2,stale,08/13 09:55,31.0,0,,17028,341,341,17,6,0,0,3,3649,Failed Cal,true,00000000 00000000 00000000 00004080 00000080 00000000 00000000 00000000,0,,,1,117,20
9a5cd7c0-9d25-11ed-8426-5912eec2be3c,Northview,3,stale,08/31 05:21,743.2,0,,10671,,,37,4,,,,,Standby,,,,,,1,7434,
