serial,property,apartment,fwVer,fwVerTi,gain,up_ppk,dn_ppk,qual,tnormStddev
72720404,Rusk MHC,20,17037,344,41,611,600,100,150
72383746,La Comunidad MHC,109,16185,314,25,611,594,100,91
65830583,PW2,3112CHARI,16185,314,25,610,645,100,55
75360840,The O in La Marque,17,16185,314,30,610,643,100,51
72391913,La Comunidad MHC,86,16185,314,35,610,611,100,55
72720735,Kay Bee Mobile Villa MHP,71,16131,296,40,610,614,100,132
79468177,Broken Arrow MHP,6115-197TH-ST,17032,344,29,610,584,100,64
70262660,Virginia Beach,134,17037,344,32,610,607,100,49
70258973,Kingsbrook MHC,652MI,16131,296,35,609,590,100,47
70267149,Ontario Place MHC,86,16185,314,30,609,615,100,127
72386525,Stafford MHC,549,16185,314,35,608,617,100,73
72382771,Pace East,97,16131,296,30,608,634,100,172
72387812,Grand Central MHP,22,16185,314,35,608,618,100,74
72715776,Wildwood Village MHC,29,17037,344,35,608,632,100,111
70264765,Alta Vista MHC,3,16185,314,25,607,611,100,142
70268261,Maple Run MHC,93,362,209,18,607,653,100,
72384595,La Comunidad MHC,114,16185,314,40,607,582,100,140
75370088,Lake of the Pines Community Association,225-BIR,15155,260,18,607,601,100,
65822176,Maple Run MHC,16,362,209,18,606,665,100,
72722467,Kingsbrook MHC,202BE,16131,296,35,606,591,100,73
75367845,Grand Valley Estates MHC,47-GRANDVALLEY-DR,17037,344,26,606,636,100,69
65823687,Forest at Sherman MHC,80,16185,314,35,605,601,100,58
77055335,Canada,LVA24,16185,314,30,605,619,100,30
72381435,Rusk MHC,32,17037,344,29,605,588,100,72
72387077,La Comunidad MHC,50A,17037,344,38,605,596,100,65
72380031,Virginia Beach,162,17037,344,26,605,609,100,77
72717780,Wildwood Estates MHC,A7,16185,314,40,605,591,100,93
70271356,Alta Vista MHC,30,16131,296,30,605,596,100,42
79453781,Lakeview MHC,14,17037,344,32,605,624,100,79
72722905,Estancia MHP,181,16185,314,45,604,602,100,135
72379967,Stafford MHC,405,16185,314,40,603,602,100,73
70260714,Kingsbrook MHC,121AB,16131,296,35,603,629,100,52
72719174,Kay Bee Mobile Villa MHP,92,16185,314,30,603,582,100,96
75366292,Roosevelt MHC,3,17037,344,35,603,594,100,61
79454532,Kingsbrook MHC,784MI,16131,296,20,603,592,100,57
77055244,Kingsbrook MHC,2802V,16131,296,40,602,609,100,88
70267800,La Comunidad MHC,137,16185,314,35,602,603,100,211
75363398,Estancia MHP,90,16185,314,30,602,609,100,109
65828009,Oaklawn Park HOA,3364SOC,16185,314,30,601,611,100,49
65827795,Alta Vista MHC,37,16185,314,35,601,601,100,156
70273428,Oak Forest Estate MHC,13,17037,344,29,601,601,100,101
72718440,Eastwood Hills MHC,EH54,16185,314,40,601,583,100,71
72714829,Estancia MHP,109,16185,314,35,601,604,100,97
75374817,Roosevelt MHC,94,16185,314,30,601,608,100,44
79454888,Stafford MHC,317,16185,314,30,601,619,100,112
77029454,TN4,1,16131,296,25,600,595,100,28
72388711,Westview Mobile Estates MHC,231,17037,344,38,600,576,100,133
79455562,Kay Lou MHC,700-K,17037,344,29,600,612,100,79
72722327,Eastwood Hills MHC,TR313,16185,314,35,600,566,100,355
72380478,La Comunidad MHC,58,16185,314,35,600,577,100,89
72384074,Brighton Court MHP,5,16185,314,35,600,577,100,117
77029041,Chickadee Lane MHC,810,16185,314,20,599,588,100,35
72384496,Stafford MHC,540,16185,314,35,599,614,100,85
72378274,Ponderosa MHC,8,17037,344,41,599,611,100,122
70263783,La Comunidad MHC,21A,16185,314,35,599,591,100,94
75366193,J&L MHP,1453,15154,260,17,599,614,100,
75365658,Grand Valley Estates MHC,2-DOUBLETREE-DR,17037,344,26,599,634,100,24
72717285,North Ewing Townhomes,109,16185,314,30,599,597,100,62
70267644,Lakeview MHC,30,16185,314,35,598,563,100,137
72383118,Stafford MHC,166,16185,314,30,598,636,100,55
75373561,Roosevelt MHC,33,16185,314,35,598,607,100,51
72724505,Hillview MHC,7,16131,296,40,597,630,100,100
79461685,8 OnElaine,"2318-1101,1201",17037,344,44,597,624,100,118
65829288,Chickadee Lane MHC,803T,16185,314,35,597,598,100,77
72386012,Stafford MHC,402,16185,314,25,597,595,100,42
72392804,Kingsbrook MHC,788FA,16131,296,35,597,597,100,71
72379371,La Comunidad MHC,11,16185,314,35,597,617,100,342
70265986,Wildwood Estates MHC,A10,16131,296,40,597,604,100,111
75360105,Roosevelt MHC,56,16185,314,35,597,596,100,86
72723929,Roosevelt MHC,16,16185,314,40,597,597,100,102
72720420,Eastwood Hills MHC,EH1,17037,344,35,597,603,100,111
72717384,Spruce Valley Condominiums,404,16185,314,35,596,595,100,118
77060210,Kingsbrook MHC,763AM,16131,296,25,596,562,100,32
75373314,Estancia MHP,150,17037,344,35,596,572,100,2065
77054684,Holly Tree MHP,81,16185,314,20,595,570,100,165
70268410,PW2,5193JASON,17037,344,41,595,570,100,67
70273295,The Oaks MHC,24,16131,296,25,595,620,100,77
72381518,Ontario Place MHC,143,16185,314,20,595,592,100,31
77036632,Kingsbrook MHC,781FA,16131,296,20,594,637,100,62
75364800,Paradise Village Cooperative MHC,34,15154,260,18,594,587,100,
72389065,Canada,LVA12,16185,314,30,594,610,100,87
72392010,Ontario Place MHC,45,16185,314,35,594,563,100,64
72380460,La Comunidad MHC,100,16185,314,20,594,577,100,139
72719778,Wildwood Estates MHC,52,16185,314,35,594,630,100,73
75372100,Big Country Mobile Home & RV Park,3506-C,16185,314,25,594,614,100,63
72714530,Riverview Apartments MF,21,17037,344,29,594,574,100,30
75364149,Wildwood Village MHC,10,17037,344,32,594,627,100,53
65822879,Forest at Sherman MHC,1,16185,314,25,593,590,100,118
70268097,Mountaineer Village MHC,20,16131,296,20,593,583,100,121
77055038,Parkway MHC,35,17032,344,35,593,572,100,183
70261639,Whispering Pines Mobile Estates,107,362,209,18,593,644,100,
72388927,Lafountaine MHC,111FL,16131,296,35,593,594,100,48
72378860,Ontario Place MHC,27,16185,314,20,593,610,100,45
72387598,La Comunidad MHC,141,16185,314,35,593,618,100,96
79466346,Grand Valley Estates MHC,7-AMOSVALLEY-DR,17037,344,26,593,597,100,47
75371854,Fair Meadows MHC,243,16131,296,45,593,626,100,147
75500130,Virginia Beach,63,17037,344,32,593,602,100,54
65828074,Kingsbrook MHC,664MI,16131,296,20,592,585,100,33
70269913,Oakwood MHP,11,16185,314,20,592,602,100,50
72390675,CJ,115,362,209,0,592,680,100,
77059527,Canada,LVJ3,16185,314,25,592,654,100,130
75373835,Roosevelt MHC,122,16131,296,35,592,605,100,81
72716840,Bishop 10th St Association,723106,16185,314,30,592,572,100,159
70265333,Piney Park,15,16185,314,35,591,574,100,73
77036889,Pelican Shores North HOA,12636,17028,343,47,591,606,100,118
79454268,Kay Lou MHC,2510-I,16131,296,35,591,639,100,68
72716683,Bishop 10th St Association,727108,16185,314,35,591,590,100,92
77055566,Estancia MHP,20,16185,314,30,590,624,100,80
77057448,Canada,LVA20,16185,314,25,590,581,100,42
70261928,The Oaks MHC,10,16131,296,35,590,627,100,66
70262793,Pace East,16,16131,296,30,590,594,100,42
75371417,Roosevelt MHC,126,16131,296,25,590,586,100,47
75368934,Kingsbrook MHC,786AM,16131,296,25,590,571,100,65
72718788,Oak Grove MHC,U,16131,296,40,589,552,100,122
70266414,Coleman Village,165,16185,314,25,589,596,100,101
72380171,Pace East,29,16131,296,50,589,634,100,295
72716055,Spruce Valley Condominiums,308,16185,314,45,588,592,100,177
72388398,Stafford MHC,142,16131,296,25,588,573,100,43
75370658,Pleasant Acres,37,16185,314,25,588,573,100,38
70269335,Carolina Springs MHP,CSP72-1816-GILMOREST,362,209,23,587,628,100,
72718374,Wildwood Village MHC,26,16185,314,40,587,600,100,93
75373231,Stafford MHC,179,16128,295,35,587,569,100,102
75366862,Parkwood,5196JOHN,16185,314,25,587,585,100,109
75364586,Shady Lane MHP,103 Shady Lane,17028,341,32,587,572,100,66
72721048,North Ewing Townhomes,103,16185,314,45,587,569,100,284
75362614,Virginia Beach,18,17037,344,32,587,598,100,37
72390469,Running Springs MHP,14,16185,314,45,586,603,100,112
75363182,Pleasant Acres,35,16185,314,25,586,560,100,40
70271224,Maple Run MHP,118,362,209,18,585,640,100,
72381468,Country Squire MHC,37,16185,314,30,585,634,100,65
79466080,Haven MHP,22,16131,296,25,585,577,100,33
70259161,Aurora MHC,273,16185,314,35,584,592,100,74
75373181,Pleasant Acres,18,17037,344,29,584,603,100,54
75373538,Roosevelt MHC,35,16131,296,40,584,576,100,105
70268725,Arizona Manor,12,16185,314,35,583,589,100,76
72716816,Kay Bee Mobile Villa MHP,45,16131,296,35,583,586,100,106
75370377,Big Country Mobile Home & RV Park,3500-A,16131,296,30,583,582,100,43
65822960,Forest at Sherman MHC,93,16185,314,30,581,589,100,104
77029157,Canada,B2TC,16185,314,25,581,593,100,152
70265721,La Comunidad MHC,81,16185,314,30,581,569,100,73
72714274,Oaklawn Park HOA,2619EOC,16185,314,25,581,599,100,313
75365328,Stafford MHC,543,16185,314,30,581,597,100,34
75371110,Grand Valley Estates MHC,44-IMPERIALVALLEY-DR,17037,344,32,579,590,100,147
70260284,Forest at Sherman MHC,95,16185,314,40,579,581,100,171
75368215,Big Country Mobile Home & RV Park,3501-C,16130,296,25,579,570,100,49
75362408,Roosevelt MHC,49,16185,314,25,579,583,100,46
70271091,Maple Run MHC,23,362,209,18,579,620,100,
77041327,Chickadee Lane MHC,206W,16185,314,45,578,550,100,274
75366177,Highlands MHC,5A,16185,314,30,578,582,100,215
77059402,Piney Park,22,16185,314,30,578,587,100,110
70259435,Kingsbrook MHC,628MI,16131,296,20,578,572,100,20
72383001,CJ,120,17037,344,38,578,573,100,60
70266307,Backwater MHC,4,17032,344,35,578,594,100,69
75363372,Roosevelt MHC,64,16131,296,35,578,571,100,68
70269095,Virginia Beach,147,17037,344,29,578,561,100,40
75360832,Stafford MHC,567,16185,314,35,578,561,100,88
72388075,Virginia Beach,20,17037,344,26,578,534,100,157
77052258,Holly Tree MHP,67,16185,314,20,577,555,100,40
79456180,The O in La Marque,2,16185,314,25,577,588,100,32
72387762,La Comunidad MHC,101,16185,314,45,577,536,100,219
72382888,Virginia Beach,188,17037,344,26,577,576,100,44
65823638,Parkwood,3382DONNA,16131,296,45,576,576,100,128
65830799,Lafountaine MHC,110GT,16131,296,50,576,617,100,373
70262496,Virginia Beach,216,17037,344,26,576,556,100,44
75360675,Noble Estates MHC,529,17032,344,26,576,530,100,50
79463004,Lantana Trail,3620-6,16185,314,25,575,559,100,86
72381211,Ontario Place MHC,140,16185,314,40,575,565,100,149
70266737,La Comunidad MHC,72,16185,314,40,575,592,100,97
72717723,Wildwood Estates MHC,43,16185,314,40,575,649,100,96
75361525,Oaklawn Park HOA,3459SOC,16185,314,25,575,579,100,831
70273154,Coleman Village,141,15154,260,25,575,560,100,
79456016,Shirlee's MHP,14,17037,344,47,575,563,100,423
70264203,Country Squire MHC,43,16185,314,30,574,571,100,44
75361236,Shelby's Trailer Park,LOT20,16193,320,30,574,551,100,257
77056283,Canada,LVB14,362,209,18,574,325,100,
72383092,Chickadee Lane MHC,820M,16185,314,35,574,562,100,75
72379504,Ibiza Village2,14,17037,344,44,574,582,100,174
77060285,Kingsbrook MHC,759AM,16131,296,40,573,550,100,77
79453930,Paradise Village Cooperative MHC,25,15154,260,18,573,594,100,
72388059,Coleman Village MHC,113,15154,260,18,573,553,100,
72714134,Bishop 10th St Association,727105,16185,314,45,573,562,100,146
72713805,Needham MHP,8,16185,314,25,572,564,100,39
70270580,Estancia MHP,162,16185,314,25,572,576,100,28
75366458,Grand Valley Estates MHC,24-SHENNADOH-DR,17037,344,29,572,551,100,289
70264435,PW2,5205JOHN,16022,260,18,572,580,100,
72716923,Oak Tree MHP,20,16193,320,55,572,502,100,383
75362820,Highlands MHC,13,362,209,39,572,594,100,
75363166,Virginia Beach,236,17037,344,26,572,572,100,70
65824875,PW2,5189JASON,16185,314,20,571,567,100,31
70260888,La Comunidad MHC,116,16185,314,40,571,570,100,87
72721543,Wildwood Village MHC,6,16185,314,25,571,578,100,61
65825153,Green Grove Trailer Court MHC,13,17037,344,32,570,585,100,82
77036657,Holly Tree MHP,37,16185,314,20,570,595,100,39
72721030,Piney Park,27,16185,314,35,570,588,100,77
75365021,Grand Valley Estates MHC,1-BONEVALLEY-DR,17037,344,41,570,569,100,108
72717319,Kay Bee Mobile Villa MHP,48,16131,296,30,570,620,100,552
65827928,PW2,5198JOHN,16185,314,30,569,569,100,92
65831326,Parkway MHC,24,16022,260,29,569,563,100,
79461586,Lake Charles Duplexes,840A,17037,344,50,568,598,100,428
75362200,Pace East,53,16131,296,20,568,568,100,36
79456149,The O in La Marque,9,16185,314,30,568,583,100,41
72392531,Stafford MHC,163,16185,314,35,568,593,100,104
72713854,Tuttle Estates MHC,10,16130,296,40,568,554,100,74
77028597,Aurora MHC,245,16131,296,30,568,582,100,46
70263932,Aurora MHC,40,16022,260,41,567,584,100,
70267008,Maple Run MHP,113,362,209,18,567,623,100,
72378241,Stafford MHC,545,16185,314,30,567,558,100,64
72379090,Country Squire MHC,3,16185,314,25,567,573,100,107
72380320,La Comunidad MHC,147,16185,314,30,567,579,100,49
72718960,Parker MHC,50,16185,314,35,567,573,100,86
75372407,Lake of the Pines Community Association,1019-LOPB,15154,260,18,567,618,100,
79459473,Shirlee's MHP,3,17032,344,50,567,556,100,334
75368462,Island Club MHC,108,16131,296,55,566,580,100,394
75362317,Running Springs MHP,19,16131,296,25,566,579,100,50
72383365,Stafford MHC,106,16131,296,30,566,582,100,81
72385352,Oak Forest Estate MHC,7,17037,344,26,566,602,100,382
72387341,Backwater MHC,11,17032,344,44,566,594,100,272
72724042,Riverview Apartments MF,18,17037,344,29,566,586,100,56
75372217,Roosevelt MHC,22,16185,314,30,566,541,100,90
72713763,Noble Estates MHC,555,16131,296,20,566,555,100,39
75361012,Lakeview MHC,32,362,209,17,566,346,100,
70269145,Swan Lake Estates,SL155,16185,314,25,565,553,100,49
72723283,Crystal Acres MHC,19,17032,344,38,565,570,100,181
65829429,Aurora MHC,78,16022,260,18,565,561,100,
72718630,Oak Grove MHC,K,362,209,26,565,605,100,
77029140,Kingsbrook MHC,732AS,16131,296,40,565,556,100,128
75368900,Stafford MHC,155,16185,314,25,565,571,100,72
70263999,Crystal Acres MHC,26,17032,344,38,565,563,100,140
65823893,Maple Run MHC,64,362,209,17,564,587,100,
70271919,Hillview MHC,4A,17037,344,32,564,561,100,71
75373512,Kay Bee Mobile Villa MHP,47,16131,296,30,564,557,100,69
72388695,Carolina Springs MHP,CSP41-1737-GIBSONST,362,209,18,564,591,100,
72384892,Country Squire MHC,58B,16185,314,35,564,558,100,57
72717806,Freedom MHP,47,16022,260,26,564,549,100,
70266042,La Comunidad MHC,16,16185,314,30,564,543,100,270
75369874,Alta Vista MHC,2,16131,296,30,564,574,100,57
72724331,Piney Park,9,16185,314,35,563,570,100,88
70272784,Carolina Springs MHP,CSP33-1713-GIBSONST,16131,296,25,563,560,100,125
75373991,Roosevelt MHC,96,16131,296,30,562,591,100,46
75371391,Roosevelt MHC,52,16185,314,25,562,590,100,52
65827845,Forest at Sherman MHC,76,17037,344,32,562,499,100,152
70259476,Backwater MHC,10,17032,344,44,562,561,100,168
72379256,Rusk MHC,43,17037,344,29,561,542,100,925
79463335,Oswego MHP,LOT18,16185,314,45,561,551,100,118
77052050,Whispering Pines Mobile Estates,536,362,209,25,560,576,100,
70258379,PW2,5203JUSTIN,16185,314,20,560,583,100,725
72386921,Ponderosa MHC,16,17037,344,44,560,554,100,236
75362549,Stafford MHC,386,16185,314,35,560,559,100,101
65828983,PW2,5209JASON,16131,296,25,559,557,100,97
65830930,Lakeview MHC,8,16185,314,45,559,557,100,273
72392028,Pace East,23,16131,296,35,559,568,100,62
65825112,Ontario Place MHC,131,16185,314,25,559,542,100,67
79456271,Stafford MHC,358,17037,344,38,559,562,100,120
72720784,Kay Bee Mobile Villa MHP,67,16131,296,35,559,583,100,157
70262769,Parkview MHP,23,16130,296,30,559,564,100,70
75361749,Auburn MHC,17,17037,344,38,558,535,100,138
79465512,The Oaks MHC,11 Laurel,16131,296,40,558,598,100,94
72382938,Kay Lou MHC,2613-M,17032,344,38,558,593,100,234
70270200,Whispering Pines Mobile Estates,303,16022,260,18,558,563,100,
75365476,Alta Vista MHC,25,16131,296,20,558,570,100,99
65823356,Alta Vista MHC,36,16131,296,35,557,554,100,63
65823125,Estancia MHP,148,15147,256,41,557,601,100,
65824552,Forest at Sherman MHC,81,16185,314,40,557,552,100,129
79465462,Paradise Village Cooperative MHC,15,16131,296,25,557,586,100,52
75360337,Southern Cross MHC,10,16185,314,35,557,566,100,58
72383639,Stafford MHC,557,16131,296,35,557,571,100,68
70262785,Stafford MHC,537,17037,344,32,557,562,100,51
72716436,Eastwood Hills MHC,EH58,16185,314,35,557,566,100,88
65829239,Alta Vista MHC,21,16131,296,35,556,556,100,120
75367712,Roosevelt MHC,109,16131,296,35,556,562,100,64
75366136,Big Country Mobile Home & RV Park,3510-B,16131,296,20,556,550,100,44
68593050,Oakwood MHP,51,16185,314,30,555,565,100,112
70272271,Azulejo,404,362,209,27,555,622,100,
72718978,Highlands MHC,2,16185,314,35,555,529,100,129
72389842,Pace East,31,16185,314,40,555,530,100,1646
75369247,The Oaks MHC,15,16131,296,45,555,531,100,185
75360204,Oak Tree MHP,7,16130,296,30,555,557,100,72
75364644,Big Country Mobile Home & RV Park,3502-E,16130,296,25,555,589,100,88
65825310,Kingsbrook MHC,761FA,16131,296,35,554,597,100,59
72716576,Azulejo,904,16131,296,55,554,571,100,405
70273451,Coleman Village,121,16185,314,30,554,551,100,72
72386772,Pace East,93,16131,296,50,554,494,100,239
77061275,Piney Park,50,16185,314,25,554,569,100,49
70262199,Holly Tree MHP,69,16185,314,30,554,558,100,54
72381799,Ontario Place MHC,23,16185,314,30,554,569,100,57
65831870,Coleman Village MHC,107,15154,260,33,554,526,100,
75373918,Roosevelt MHC,57,16131,296,45,553,573,100,171
72717681,Eastwood Hills MHC,EH32,16185,314,25,553,567,100,46
72718093,Eastwood Hills MHC,EH206,16131,296,35,553,534,100,64
70266398,Carolina Springs MHP,CSP133-1854-BLAKEST,362,209,18,552,589,100,
75360931,Oswego MHP,LOT09,16185,314,20,552,566,100,45
72383555,Virginia Beach,170,17037,344,29,552,585,100,41
70260078,The Oaks MHC,3,16131,296,35,551,543,100,1743
75364925,Brian Fries 5YR,FRONT,362,209,33,551,615,100,
79462865,Noble Estates MHC,523,16185,314,35,551,556,100,79
75366698,Southern Cross MHC,6,362,209,39,551,622,100,
70262082,La Comunidad MHC,4,362,209,38,551,614,100,
72717772,Tuttle Estates MHC,5,17037,344,35,551,602,100,75
75371334,Roosevelt MHC,19,16185,314,25,551,540,100,65
75364610,Oswego MHP,LOT17,16185,314,40,551,550,100,170
72382987,Westview Mobile Estates MHC,216,16185,314,35,550,549,100,83
70271794,Oak Tree MHP,16,16130,296,25,550,577,100,113
75363612,Lake of the Pines Community Association,115-BRI,16022,260,18,550,566,100,
77055350,Aurora MHC,218,16022,260,32,549,556,100,
72385386,Stafford MHC,507,16185,314,35,549,537,100,127
72715511,Parker MHC,40,16185,314,30,549,543,100,87
75374403,Mill Creek Estates,399L,363,219,21,549,576,100,
65829353,Lakeview MHC,24,362,209,32,548,553,100,
77059956,Coleman Village,171,16185,314,50,548,562,100,267
70263460,Rustic Acres MHC,11,17037,344,29,548,573,100,66
70267743,Ontario Place MHC,73,17037,344,32,548,526,100,336
72392986,Crystal Acres MHC,36,17032,344,38,548,544,100,4036
75360436,Estancia MHP,136,15147,256,22,548,566,100,
65831219,Parker MHC,36,16185,314,35,548,538,100,64
65831045,Kingsbrook MHC,738AS,16131,296,35,547,537,100,138
65826508,Parker MHC,54,16185,314,25,547,558,100,36
77029330,Chickadee Lane MHC,814T,16185,314,35,547,542,100,86
70273139,Oaklawn Park HOA,3341SOC,15090,254,23,547,571,100,
72387705,La Comunidad MHC,131,16185,314,25,547,544,100,60
65823802,Parkview MHP,B52,16130,296,20,547,548,100,42
65823901,Alta Vista MHC,20,16185,314,35,546,615,100,113
77059477,PW2,3393DONNA,16022,260,24,546,546,100,
75360642,Oakwood MHP,65,16022,260,18,546,545,100,
77061523,Hydetown Mobile Estates,7,15091,255,29,545,586,100,
70260532,PW2,5212JUSTIN,16022,260,17,545,550,100,
70260128,Broken Arrow MHP,6119-198TH-ST,16131,296,25,545,551,100,71
70272974,Holly Tree MHP,82,16185,314,30,545,533,100,67
72387168,Coleman Village MHC,102,16185,314,40,545,582,100,86
72387275,Backwater MHC,40,17032,344,38,545,547,100,103
65822291,La Comunidad MHC,50,16185,314,35,545,533,100,77
75360352,Roosevelt MHC,111,16131,296,35,545,541,100,99
72715537,Azulejo,101,362,209,25,544,594,100,
77059584,Piney Park,61,16185,314,40,544,552,100,152
72714951,Wildwood Estates MHC,A3,16185,314,40,544,577,100,123
72718937,Coleman Village MHC,132,16185,314,30,544,536,100,133
75369528,Roosevelt MHC,113,16185,314,35,544,539,100,129
75373447,Kay Lou MHC,2615-I,16131,296,30,544,530,100,84
72385360,Virginia Beach,53,17037,344,29,544,525,100,37
68584471,PW2,5216JUSTIN,16185,314,35,543,531,100,103
75363281,Rustic Acres MHC,15,17037,344,32,543,549,100,52
70271984,Maple Run MHP,22,362,209,37,543,557,100,
72382797,Westview Mobile Estates MHC,8,362,209,30,543,573,100,
70263064,Stafford MHC,506,17037,344,38,543,515,100,73
72719208,Oaklawn Park HOA,3389SOC,16185,314,30,543,512,100,74
75368009,Kay Lou MHC,2613-I,17037,344,35,543,533,100,80
72379405,La Comunidad MHC,12,16185,314,25,542,549,100,394
75364164,Oaklawn Park HOA,3447SOC,15090,254,25,542,617,100,
70264351,Parkway MHC,61,16022,260,18,541,538,100,
75366755,The O in La Marque,14,16185,314,25,541,536,100,33
72718481,Kay Bee Mobile Villa MHP,72,16131,296,25,541,551,100,51
79453476,Heritage Apartments,D7,16131,296,25,541,553,100,54
79464465,Shirlee's MHP,11,17032,344,44,541,546,100,125
77056556,Holly Tree MHP,12,16185,314,20,540,554,100,70
77058479,Canada,LVA23,362,209,18,540,580,100,
79466031,Auburn MHC,13,17037,344,29,540,552,100,46
70264484,Grand Central MHP,14,16185,314,35,540,538,100,79
72391681,Maple Run MHP,143,362,209,23,540,555,100,
75372282,Shelby's Trailer Park,LOT13,16131,296,30,540,523,100,46
75367837,Lakeview MHC,29,362,209,17,540,329,100,
72723515,Rusk MHC,15,17037,344,26,539,529,100,109
75363661,Pace East,105,16131,296,40,539,527,100,118
70270630,Maple Run MHP,135,362,209,37,539,565,100,
79462246,Paola MHC,20,16185,314,20,539,535,100,55
75369502,Pace East,11,16185,314,55,539,510,100,696
70269087,Glenn Dorado,113-213,17037,344,50,539,535,100,260
70262512,Virginia Beach,124,17037,344,32,539,536,100,50
72389685,Westview Mobile Estates MHC,229,362,209,28,538,552,100,
70258841,Carolina Springs MHP,CSP42-1741-GIBSONST,16131,296,25,538,545,100,60
72378688,La Comunidad MHC,104,16185,314,35,538,578,100,80
75364198,Estancia MHP,30,15147,256,18,538,594,100,
75361756,Lake Charles Duplexes,867A,16022,260,37,537,529,100,
70262306,Whispering Pines Mobile Estates,522,16185,314,35,537,466,100,86
75374965,Coleman Village MHC,145,17037,344,29,537,531,100,107
72716121,Hillview MHC,17,17037,344,38,537,542,100,83
77062141,Parkview MHP,28,16185,314,30,537,541,100,52
77059881,Kingsbrook MHC,691MI,16131,296,40,536,578,100,105
72378217,Stafford MHC,114,363,219,18,536,599,100,
72388596,Stafford MHC,409,16185,314,30,536,555,100,51
72721584,Kay Bee Mobile Villa MHP,66,16185,314,45,536,517,100,325
72718739,Wildwood Estates MHC,6,16185,314,40,536,526,100,96
72716147,521 Melba Condominiums,103,16185,314,40,536,530,100,100
72723739,Oaklawn Park HOA,3381SOC,15090,254,28,536,587,100,
75369627,Grand Valley Estates MHC,29-LOVELLVALLEY-DR,17037,344,26,536,525,100,212
79461396,Backcountry MHC,5728-46,16185,314,25,535,528,100,39
79453773,Stafford MHC,302,17037,344,44,535,540,100,94
72382474,Stafford MHC,397,16185,314,20,534,531,100,47
77058172,Arizona Manor,14,362,209,39,534,557,100,
72386459,Carolina Springs MHP,CSP95-1721-GILMOREST,362,209,18,534,570,100,
72381120,Rustic Acres MHC,57,16185,314,30,534,531,100,83
72385378,Virginia Beach,LAUNDRY-POOL,17037,344,35,534,517,100,56
72722111,Freedom MHP,56,16131,296,25,534,525,100,100
65827233,Estancia MHP,65,15147,256,29,533,557,100,
77060178,Canada,LVA15,362,209,22,533,603,100,
70267081,Maple Run MHP,45,362,209,22,533,572,100,
77042044,Aurora MHC,232,16131,296,50,533,531,100,294
72384736,Whispering Pines Mobile Estates,204,362,209,17,533,567,100,
77054239,Carolina Springs MHP,CSP93-1713-GILMOREST,362,209,30,532,601,100,
77060186,Kingsbrook MHC,304CA,16131,296,30,532,527,100,64
70259096,Aurora MHC,267,16185,314,35,532,537,100,129
70269228,The Oaks MHC,16,16131,296,40,532,516,100,138
79460026,Auburn MHC,6,17037,344,32,532,581,100,64
72718853,Eastwood Hills MHC,EH61,16131,296,35,532,523,100,80
75370450,Stafford MHC,226,363,219,35,532,558,100,
70261845,Estancia MHP,84,15147,256,32,532,546,100,
79461552,Paola MHC,2,17037,344,29,531,563,100,75
79465876,Auburn MHC,8,17037,344,32,531,521,100,66
72391368,Ontario Place MHC,78,16185,314,40,531,551,100,129
77061705,Aurora MHC,221,17037,344,38,531,526,100,132
72382102,Crystal Acres MHC,43-2OF2,17032,344,26,531,551,100,42
75363919,Willapa Shores,10,17028,341,41,531,545,100,113
72382490,Virginia Beach,102,17037,344,26,531,532,100,47
79466924,Virginia Beach,19,17037,344,32,531,551,100,48
65825716,Alta Vista MHC,15,363,219,28,530,563,100,
77053546,Sky Run,13,16131,296,25,530,535,100,39
72378498,Westview Mobile Estates MHC,220,17037,344,50,530,527,0,65535
70262728,Stafford MHC,105,16131,296,30,530,517,100,54
77056622,Lafountaine MHC,103FL,16131,296,40,529,529,100,86
77054932,Canada,A19TC,362,209,18,529,580,100,
75374106,Mission Apartments,8916,16131,296,50,529,536,100,378
72719711,Parker MHC,51,16185,314,35,529,542,100,115
72720594,Tuttle Estates MHC,11,16130,296,30,529,525,100,39
75369718,Big Country Mobile Home & RV Park,3504-D,16131,296,25,529,520,100,62
65831375,Forest at Sherman MHC,87,362,209,37,528,579,100,
72392457,Stafford MHC,542,363,219,35,528,563,100,
72388844,Kachina,8,17037,344,47,528,530,100,196
72378183,Ponderosa MHC,61,17037,344,32,528,535,100,252
70262694,Backwater MHC,2,17032,344,38,528,556,100,81
72389214,Stafford MHC,568,16131,296,30,528,523,100,52
79453435,Grand Valley Estates MHC,135-SONOMAVALLEY-DR,17037,344,35,528,568,100,398
72716469,Hillview MHC,6,16185,314,40,527,516,100,88
72721931,Wildwood Estates MHC,21,16185,314,35,527,539,100,99
75368041,Estancia MHP,155,17037,344,32,527,528,100,91
75370138,Estancia MHP,10,15147,256,32,527,548,100,
72386293,Stafford MHC,247,17037,344,32,526,531,100,50
79466114,Lake Charles Duplexes,868B,16185,314,50,526,539,100,483
72384694,Mountaineer Village MHC,HOME,15085,254,22,526,538,100,
72714043,Kay Bee Mobile Villa MHP,13,16131,296,25,526,532,100,271
65830781,Eastwood Hills MHC,EH19,16185,314,35,525,513,100,110
65830237,Kingsbrook MHC,768AS,16022,260,32,525,513,100,
77054379,Holly Tree MHP,53,16185,314,20,525,560,100,37
72717228,Stafford MHC,227,16185,314,40,525,529,100,107
79460695,Paola MHC,18,16185,314,20,525,570,100,111
