device_serial,tb_device_id,property_group,apartment,state_now,was_metering_before_17088,hours_since_17088_landed,failure_mode,root_cause,evidence,recommended_action,fwVerTi,rsrp,VddAdc,noWater_attr
72392994,45c60790-98f9-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,178,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=28; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-108,3637,false
72389578,2a9b8800-98f9-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,219,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=31; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3632,false
75363166,2e0bf770-4d73-11f1-b1bb-f3574cce671d,Virginia Beach HOA - Cust,236,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-103,3666,false
72386046,4ff02900-8498-11f0-8b4a-0d0197d44616,Virginia Beach HOA - Cust,45,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=111; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-106,3626,false
72391004,db204080-9976-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,76,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-105,3631,false
72382813,080af040-98e6-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,8,Calibrating,no,77,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3642,false
72385766,69ee6270-9e53-11f0-b5af-5dfa9891b485,Whispering Pines Mobile Estates-CUST,300,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=32; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-104,3635,false
70263502,c03bdc70-9fde-11f0-b5af-5dfa9891b485,Whispering Pines Mobile Estates-CUST,306,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=24; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-90,3642,false
75374932,e2988c70-6c14-11f1-9333-3b2cfe68422f,(no group),2-DOUBLETREE-CT,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=100; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-99,3647,true
75374452,49cd7130-4d02-11f1-b1bb-f3574cce671d,(no group),3-SHENNADOH-DR,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=118; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-100,3660,true
75372803,ff5de680-4d37-11f1-b1bb-f3574cce671d,(no group),48-IMPERIALVALLEY-DR,Failed Cal,no,52,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=99; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-109,3654,true
75366805,1005b980-4d02-11f1-b1bb-f3574cce671d,(no group),7-SHENNADOH-DR,Failed Cal,no,55,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=73; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-94,3652,true
79461677,d4bad250-4d03-11f1-b1bb-f3574cce671d,(no group),9-SHENNADOH-DR,Failed Cal,no,52,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=98; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-93,3660,true
77054429,57792140-26ce-11f0-8272-45e3ef110760,Arizona Manor,3,Failed Cal,no,50,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=96; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-83,3625,false
79456420,ab1c7fa0-a642-11f1-a1a6-391af391818e,Aurora MHC,,Failed Cal,no,80,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=95; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-116,3663,
70266596,90af2940-5c21-11f0-9fcd-87e94e720126,Aurora MHC,117B,Failed Cal,no,76,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=92; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-90,3599,
70261761,6f0acba0-5c21-11f0-9fcd-87e94e720126,Aurora MHC,159-OLD,Failed Cal,no,54,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=116; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-112,3525,false
79467336,d3abfb50-8ac5-11f1-a1a6-391af391818e,Aurora MHC,265,Failed Cal,no,27,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=107; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-85,3663,false
75367704,a81c1e20-5483-11f1-b1bb-f3574cce671d,Broadway MHP DesMoines,4,Failed Cal,no,52,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=149; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-116,3629,false
70262025,65d805a0-a971-11f0-98a7-c3bc57f9afe3,Broadway MHP DesMoines,9,Failed Cal,no,31,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=100; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-126,3634,false
72388042,4ca317e0-9fd6-11f0-b5af-5dfa9891b485,Carolina Springs MHP,1795-GIBSONST-DUPLICATE-OLD,Failed Cal,no,52,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=128; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-111,3645,false
72392192,5746c980-9fd6-11f0-b5af-5dfa9891b485,Carolina Springs MHP-CUST,CSP120-394-RIVERBASINCT,Failed Cal,no,54,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=85; gal7d=-1,Field visit / go-back; verify install and pipe state; not a firmware item,391,-116,3620,false
75371920,f695ab00-01dd-11f1-af1d-29d4205d602a,Coleman Village MHC-CUST,182,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=129; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-83,3643,true
70271810,f4a30410-cf9b-11f0-9bfa-a7eff651ff22,Kay Bee Mobile Villa MHP,90,Failed Cal,no,50,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",wdResets=49; gain=55; amp=130; gal7d=1,Field visit / go-back; verify install and pipe state; not a firmware item,391,-100,3695,false
70264963,98e8be20-62c3-11f0-8658-7f4e94e41769,Minot Gardens MHC-Cust,,Failed Cal,no,50,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=91; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-121,3615,false
72716675,9ed187c0-d79b-11f0-b691-d965a62fa4fa,Needham MHP,16,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=108; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-106,3643,false
72720305,43c31f50-0c3f-11f1-8768-5551e7a34f27,Noble Estates MHC-Cust,,Failed Cal,no,54,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=101; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-108,3648,false
75362648,5d894300-0c36-11f1-8768-5551e7a34f27,Noble Estates MHC-Cust,566,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=126; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-124,3645,false
75368991,5e41ee40-4d69-11f1-b1bb-f3574cce671d,Oakwood MHP,107-REMOVED,Failed Cal,no,74,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=120; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-98,3657,false
75367316,5cc0d710-4d6a-11f1-b1bb-f3574cce671d,Oakwood MHP,118-OLD,Failed Cal,no,5,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=93; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-97,3636,false
77058446,6abfb370-4151-11f0-8e55-b138a1c03c8e,Parkview MHP-Cust,45,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=121; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-91,3637,false
72385303,d17143e0-8495-11f0-8b4a-0d0197d44616,Parkview MHP-Cust,66,Failed Cal,no,52,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=126; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-88,3625,false
75365104,d8f21ab0-59f9-11f1-b1bb-f3574cce671d,Parkwood,3368DONNA,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=106; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-101,3638,false
68612595,f36d0630-cf70-11ef-8f43-73c96c0de66f,Parkwood,5200JUSTIN-OLD,Failed Cal,no,54,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=112; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-110,3628,false
72378605,fc704210-8479-11f0-8b4a-0d0197d44616,Ponderosa MHC,45,Failed Cal,no,62,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=107; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-121,3509,false
65822309,c7745920-40b3-11f0-8e55-b138a1c03c8e,Rainbird,1626HW,Failed Cal,no,50,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=85; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-104,3619,false
75362978,698bc6b0-0c49-11f1-8768-5551e7a34f27,Roosevelt MHC,140,Failed Cal,no,75,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=119; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-100,3680,false
79463103,40f0cd50-89f2-11f1-a1a6-391af391818e,Rustic Acres MHC-CUST,55,Failed Cal,no,80,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=112; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-112,3664,false
77055780,c851e1a0-26b9-11f0-8272-45e3ef110760,Singing Pines,2,Failed Cal,no,49,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=73; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-129,3618,false
79455448,85b75ed0-a0c3-11f1-a1a6-391af391818e,Skyrise Villas,1104,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=102; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-102,3657,false
79463962,d1b3e290-a0c3-11f1-a1a6-391af391818e,Skyrise Villas,1105,Failed Cal,no,52,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=100; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,344,-98,3644,false
72385931,502a9670-8386-11f0-8b4a-0d0197d44616,Stafford MHC-CUST,267,Failed Cal,no,52,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=97; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-125,3633,false
65825575,2a8c9e90-0285-11f0-92a4-09772dfb61f8,TN4,4,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=113; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-95,3643,false
72379926,5e886780-994b-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,105,Failed Cal,no,54,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=85; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-91,3612,false
72382359,6f9f8540-98a0-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,140,Failed Cal,no,55,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=121; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-102,3523,true
72379744,9047c510-989f-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,203,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=109; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-112,3637,false
72383100,fec679e0-8383-11f0-8b4a-0d0197d44616,Virginia Beach HOA - Cust,220,Failed Cal,no,55,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=115; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-110,3631,false
72378423,43fac030-9977-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,244,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=93; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-102,3608,false
72383571,a787a000-9a2b-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,41,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=118; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-104,3635,false
75363497,e1a4bf70-06af-11f1-a3d9-c99c67c82bc1,Wildwood Estates MHC-CUST,29,Failed Cal,no,53,NO-SIGNAL,"Failed Cal at max gain 55 with amplitude ~100 = no acoustic echo: dry pipe, meter off pipe, or dead transducer",gain=55; amp=97; gal7d=0,Field visit / go-back; verify install and pipe state; not a firmware item,391,-108,3654,false
75373421,b2814230-6c13-11f1-9333-3b2cfe68422f,(no group),1-DOUBLETREE-CT,Calibrating,no,53,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=98; gal7d=0,None - exclude from yield,391,-98,3645,true
75360113,4c178840-4d02-11f1-b1bb-f3574cce671d,(no group),10-SHENNADOH-DR,Calibrating,no,55,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=35; gal7d=0,None - exclude from yield,391,-93,3657,true
75365757,0f5b96d0-4d02-11f1-b1bb-f3574cce671d,(no group),13-SHENNADOH-DR,Calibrating,no,52,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=38; gal7d=0,None - exclude from yield,391,-96,3658,true
75366607,3da2d170-4d02-11f1-b1bb-f3574cce671d,(no group),15-SHENNADOH-DR,Calibrating,no,52,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=21; gal7d=0,None - exclude from yield,391,-96,3660,true
75372563,542f3660-4b16-11f1-bc16-b52012ce6db2,(no group),17-SONOMAVALLEY-DR,Calibrating,no,54,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=28; gal7d=0,None - exclude from yield,391,-97,3662,true
79460844,8d6f3700-4d04-11f1-b1bb-f3574cce671d,(no group),18-SHENNADOH-DR,Calibrating,no,55,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=28; gal7d=0,None - exclude from yield,391,-98,3654,true
75367852,5e5b4ed0-4d0a-11f1-b1bb-f3574cce671d,(no group),19-SHENNADOH-DR,Calibrating,no,52,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=32; gal7d=0,None - exclude from yield,391,-95,3657,true
75368298,0a8b9e90-4d0a-11f1-b1bb-f3574cce671d,(no group),20-SHENNADOH-DR,Calibrating,no,52,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=28; gal7d=0,None - exclude from yield,391,-95,3650,true
75364495,4879a240-6c15-11f1-9333-3b2cfe68422f,(no group),23-DOUBLETREE-CT,Calibrating,no,54,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=33; gal7d=0,None - exclude from yield,391,-89,3649,true
75366441,6c2fb3c0-6c13-11f1-9333-3b2cfe68422f,(no group),26-DOUBLETREE-CT,Calibrating,no,52,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=29; gal7d=0,None - exclude from yield,391,-95,3657,true
79465769,188b2530-4ce5-11f1-b1bb-f3574cce671d,(no group),3-DOUBLETREE-DR,Calibrating,no,51,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=26; gal7d=0,None - exclude from yield,391,-101,3657,true
75369189,4d18f8e0-4ce5-11f1-b1bb-f3574cce671d,(no group),30-STONE,Failed Cal,no,52,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=55; amp=281; gal7d=0,None - exclude from yield,391,-96,3666,true
79466619,3ee897e0-4d02-11f1-b1bb-f3574cce671d,(no group),5-SHENNADOH-DR,Calibrating,no,51,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=31; gal7d=0,None - exclude from yield,391,-95,3658,true
75365286,ee405470-4d03-11f1-b1bb-f3574cce671d,(no group),8-SHENNADOH-DR,Calibrating,no,55,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=29; gal7d=0,None - exclude from yield,391,-100,3660,true
72380411,d08e2f60-ad30-11f0-98a7-c3bc57f9afe3,Brighton Court MHP,11,Calibrating,no,55,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=42; gal7d=0,None - exclude from yield,391,-89,3635,true
70261902,0a504720-6677-11f0-8658-7f4e94e41769,Coleman Village MHC-CUST,179,Calibrating,no,55,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=32; gal7d=0,None - exclude from yield,391,-90,3625,true
72379959,d0a57d00-995d-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,107,Calibrating,no,53,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=25; gal7d=0,None - exclude from yield,391,-106,3598,true
72388539,c70863f0-9973-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,116,Calibrating,no,53,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=20; gal7d=0,None - exclude from yield,391,-115,3631,true
72384587,f9267260-98be-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,168,Calibrating,no,53,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=27; gal7d=0,None - exclude from yield,391,-98,3632,true
72390816,f7b88660-8479-11f0-8b4a-0d0197d44616,Virginia Beach HOA - Cust,239,Calibrating,no,53,NO-WATER (attr set),Lot flagged No Water; nothing to meter,gain=40; amp=28; gal7d=0,None - exclude from yield,391,-106,3639,true
