group,device,fwVer,sessions,hung_est,days_with_records_of_7,rsrp_med,meterVal_first,meterVal_last,usage_7d_gal
Oak Forest Estate MHC,Device 77060897,17037,7,0,7,-105.0,72797.734,73618.539,820.8050000000076
Oak Forest Estate MHC,Device 77061572,17037,7,0,0,-120.0,0.0,0.0,0.0
Oak Forest Estate MHC,Device 65824800,17037,7,0,7,-111.0,73560.0,74319.273,759.273000000001
Oak Forest Estate MHC,Device 65828918,17037,7,0,3,-106.0,14805.396,14809.579,4.182999999999083
Oak Forest Estate MHC,Device 68593092,,0,0,,,,,
Paola MHC,Device 79464382,17037,6,0,0,-119.0,10495.296,11046.479,551.1829999999991
Paola MHC,Device 79458517,16185,7,0,6,-119.0,47741.48,48088.879,347.3989999999976
Paola MHC,Device 79463129,16185,7,0,7,-118.0,14164.432,14751.017,586.5849999999991
Paola MHC,Device 79463475,16185,7,0,7,-116.0,14812.676,15267.806,455.130000000001
Paola MHC,Device 79466353,17037,6,0,7,-115.0,7013.488,7541.02,527.5320000000002
Paola MHC,Device 79462246,16185,7,0,7,-110.0,1624.899,1709.548,84.64900000000011
Paola MHC,Device 79461578,17037,7,0,7,-119.0,9463.208,10371.377,908.1689999999999
Paola MHC,Device 79463418,17037,6,0,0,-125.0,19435.947,20175.484,739.5370000000003
Paola MHC,Device 79461552,17037,7,0,0,-99.0,0.263,0.263,0.0
Paola MHC,Device 79466478,17037,8,1,0,-119.0,6168.611,6417.254,248.64300000000003
Paola MHC,Device 79460554,17037,7,0,7,-106.0,7900.485,8979.512,1079.027000000001
Paola MHC,Device 79465496,17037,7,0,7,-116.0,18296.391,19079.57,783.1790000000001
Paola MHC,Device 79464390,17037,7,0,0,-120.0,1541.945,1618.16,76.21500000000015
Paola MHC,Device 79461966,16185,7,0,5,-117.0,3640.126,3942.972,302.846
Paola MHC,Device 79466411,16185,7,0,7,-111.0,1321.855,1365.32,43.46499999999992
Paola MHC,Device 79461271,17037,7,0,7,-114.0,8259.945,8878.444,618.4989999999998
Paola MHC,Device 79460778,16185,7,0,7,-114.0,4171.622,4303.823,132.20100000000002
Paola MHC,Device 79454284,17037,7,0,7,-108.0,1915.556,2062.734,147.17799999999988
Paola MHC,Device 79460695,16185,16,1,7,-114.0,32552.686,35205.012,2652.326000000001
Paola MHC,Device 79461545,16185,6,0,5,-111.0,18972.961,19846.824,873.8630000000012
Paola MHC,Device 79462907,,0,0,,,,,
Paola MHC,Device 79461156,,0,0,,,,,
Paola MHC,Device 79462659,16131,7,0,7,-102.0,4693.19,5864.942,1171.7520000000004
Paola MHC,Device 79463194,,0,0,,,,,
Paola MHC,Device 79461560,17037,7,0,7,-116.0,2788.391,2942.379,153.98799999999983
Flower Mound MHC-CUST,Device 75364701,17037,7,0,7,-93.0,24600.934,25906.867,1305.9329999999973
Flower Mound MHC-CUST,Device 72721022,362,12,0,7,-71.0,20965.838,22005.52,1039.6820000000007
Flower Mound MHC-CUST,Device 72381575,362,12,0,7,-72.0,39197.809,39851.906,654.0970000000016
Flower Mound MHC-CUST,Device 72391921,362,14,0,7,-74.0,29021.039,30112.182,1091.143
Flower Mound MHC-CUST,Device 72380635,16185,7,0,1,-75.0,11584.0,11608.271,24.27100000000064
Flower Mound MHC-CUST,Device 70270788,362,8,0,7,-79.0,54147.078,55020.902,873.8240000000005
Flower Mound MHC-CUST,Device 72379009,362,12,0,7,-74.0,18843.488,19029.053,185.5649999999987
Flower Mound MHC-CUST,Device 72387382,362,14,0,7,-89.0,78874.656,79905.891,1031.2350000000006
Flower Mound MHC-CUST,Device 72378373,,0,0,,,,,
Flower Mound MHC-CUST,Device 70269327,362,12,0,6,-81.0,58004.547,59260.227,1255.6800000000003
Flower Mound MHC-CUST,Device 72387515,362,11,0,7,-76.0,62894.395,63770.281,875.8860000000059
Flower Mound MHC-CUST,Device 70258791,362,10,0,7,-67.0,31749.621,32304.277,554.655999999999
Flower Mound MHC-CUST,Device 70266695,362,11,0,7,-86.0,34319.984,35112.406,792.4220000000059
Flower Mound MHC-CUST,Device 72387408,362,10,0,7,-78.0,62536.359,63454.438,918.0790000000052
Flower Mound MHC-CUST,Device 72380114,362,15,0,7,-82.0,90137.414,92255.281,2117.8669999999984
Flower Mound MHC-CUST,Device 72391731,16185,7,0,7,-87.0,60913.941,61622.238,708.2969999999987
Flower Mound MHC-CUST,Device 70271505,362,11,0,6,-80.0,56844.836,57809.715,964.8789999999935
Flower Mound MHC-CUST,Device 70265895,362,11,0,7,-82.0,57044.133,58338.914,1294.7809999999954
Flower Mound MHC-CUST,Device 72387630,362,8,0,7,-81.0,28716.227,29001.852,285.625
Flower Mound MHC-CUST,Device 72379280,16185,7,0,7,-84.0,39734.363,40397.809,663.4460000000036
Flower Mound MHC-CUST,Device 70260615,362,8,0,7,-118.0,24530.631,24863.586,332.9549999999981
Flower Mound MHC-CUST,Device 70269715,362,9,0,7,-76.0,87990.75,88468.141,477.39100000000326
Flower Mound MHC-CUST,Device 72379041,362,11,0,7,-75.0,50304.117,50912.148,608.0310000000027
Flower Mound MHC-CUST,Device 72391194,17037,7,0,4,-79.0,109056.297,111047.508,1991.2109999999957
Flower Mound MHC-CUST,Device 72379017,16022,6,0,7,-71.0,35404.801,35833.137,428.33600000000297
Flower Mound MHC-CUST,Device 70260250,362,10,0,7,-70.0,35278.293,36067.406,789.1130000000048
Flower Mound MHC-CUST,Device 72384629,362,10,0,7,-73.0,62088.438,62961.828,873.3899999999994
Flower Mound MHC-CUST,Device 72384504,362,11,0,7,-72.0,25369.031,25829.049,460.01800000000003
Flower Mound MHC-CUST,Device 70259062,16185,7,0,7,-77.0,32227.883,32596.021,368.137999999999
Flower Mound MHC-CUST,Device 72381088,,0,0,,,,,
Flower Mound MHC-CUST,Device 70265945,16185,11,0,7,-81.0,83916.031,86302.023,2385.9919999999984
Flower Mound MHC-CUST,Device 72378563,362,9,0,7,-76.0,40509.113,41278.887,769.7740000000049
Flower Mound MHC-CUST,Device 70269020,362,13,0,7,-73.0,75753.016,77246.055,1493.0389999999898
Flower Mound MHC-CUST,Device 72379439,17037,8,1,4,-77.0,81032.469,82376.18,1343.7109999999957
Flower Mound MHC-CUST,Device 72385451,362,10,0,7,-68.0,69282.25,70659.773,1377.523000000001
Smitty's MHP,Device 73276857,17037,7,0,7,-108.0,1117.252,1968.497,851.2450000000001
Smitty's MHP,Device 79465611,17037,7,0,7,-104.0,608.802,915.676,306.874
Smitty's MHP,Device 82377573,17037,7,0,7,-96.0,1524.877,2751.671,1226.7939999999999
Smitty's MHP,Device 73276931,17037,7,0,7,-90.0,1178.681,1776.481,597.8
Smitty's MHP,Device 79456347,17037,7,0,7,-84.0,5337.472,5928.021,590.549
Smitty's MHP,Device 79457675,17037,7,0,4,-96.0,0.314,0.442,0.128
Smitty's MHP,Device 79458285,17037,9,0,5,-98.0,1303.758,1978.0,674.242
Smitty's MHP,Device 79453575,17037,7,0,7,-99.0,742.198,1321.673,579.475
Smitty's MHP,Device 82377490,17037,6,0,0,-101.0,0.222,0.222,0.0
Smitty's MHP,Device 79457766,17037,7,0,7,-115.0,954.649,1370.667,416.0179999999999
Smitty's MHP,Device 79454441,17037,7,0,7,-90.0,598.353,872.494,274.1410000000001
Smitty's MHP,Device 75477271,17037,7,0,0,-94.0,0.648,0.648,0.0
Smitty's MHP,Device 79456594,17037,7,0,2,-88.0,0.592,0.613,0.02100000000000002
Smitty's MHP,Device 72443383,17037,9,0,7,-87.0,2296.383,3901.379,1604.996
Smitty's MHP,Device 79458012,17037,7,0,7,-111.0,1086.517,1927.516,840.999
Smitty's MHP,Device 82377672,17037,7,0,7,-99.0,1245.679,1914.6,668.9209999999998
Smitty's MHP,Device 79457469,17037,6,0,7,-111.0,12657.679,13553.331,895.652
Smitty's MHP,Device 79456859,17037,9,0,7,-94.0,9820.89,13033.074,3212.184000000001
Smitty's MHP,Device 79465017,17037,7,0,7,-97.0,343.809,562.915,219.10599999999994
Smitty's MHP,Device 72443367,17037,7,0,7,-102.0,837.721,1264.402,426.68100000000004
Smitty's MHP,Device 79458889,17037,7,0,7,-97.0,1717.496,2500.498,783.002
Smitty's MHP,Device 79455901,17037,7,0,7,-99.0,1940.401,2962.931,1022.53
Smitty's MHP,Device 73276881,17037,7,0,7,-99.0,1313.031,1959.974,646.943
Smitty's MHP,Device 75501997,17037,7,0,7,-95.0,952.619,1518.323,565.7040000000001
Smitty's MHP,Device 79464911,17037,7,0,7,-84.0,1450.904,1985.133,534.229
Smitty's MHP,Device 79456677,17037,7,0,0,-87.0,0.422,0.422,0.0
Smitty's MHP,Device 79463715,17037,13,0,7,-90.0,6707.5,11602.786,4895.286
Smitty's MHP,Device 79464960,17037,7,0,7,-86.0,1090.149,1331.58,241.43100000000004
Smitty's MHP,Device 79459317,17037,7,0,7,-104.0,1002.286,1709.889,707.603
Smitty's MHP,Device 79458673,17037,8,0,7,-86.0,2033.91,3377.83,1343.9199999999998
Smitty's MHP,Device 79466650,17037,19,0,7,-100.0,8848.729,19805.469,10956.740000000002
Smitty's MHP,Device 79465058,17037,6,0,7,-90.0,455.099,724.777,269.67800000000005
Smitty's MHP,Device 79464515,17037,7,0,7,-107.0,1019.664,1508.027,488.36300000000006
Smitty's MHP,Device 79465165,17037,11,0,7,-99.0,1139.208,3715.625,2576.417
Smitty's MHP,Device 79459010,17037,7,0,7,-109.0,1145.522,1752.989,607.4670000000001
Smitty's MHP,Device 79466932,17037,8,0,7,-78.0,1785.008,3230.158,1445.1499999999999
Smitty's MHP,Device 79467906,17037,6,0,0,-97.0,0.0,0.0,0.0
Smitty's MHP,Device 79465025,17037,7,0,7,-101.0,290.05,462.011,171.961
Smitty's MHP,Device 75465383,17037,7,0,7,-99.0,1565.702,2427.764,862.0620000000001
Smitty's MHP,Device 79457006,17037,8,0,7,-95.0,977.666,1660.651,682.985
Smitty's MHP,Device 2041765681,10706,0,0,,,0.0,0.0,0.0
FOTA Test-Cust,Device 79454912,17045,238,219,5,-80.0,0.15,0.153,0.0030000000000000027
FOTA Test-Cust,Device 79457295,,0,0,,,,,
FOTA Test-Cust,Device 79460281,,0,0,,,,,
FOTA Test-Cust,Device 70262397,17034,1,0,0,-92.0,0.0,0.0,0.0
FOTA Test-Cust,Device 72390097,17034,2,0,0,-96.0,12890.0,12890.0,0.0
FOTA Test-Cust,Device 77059261,17034,1,0,0,-94.0,338.0,338.0,0.0
East Barre MHP,Device 70259864,16185,7,0,6,-99.0,8071.126,8436.297,365.1710000000003
East Barre MHP,Device 70263494,362,9,0,7,-93.0,8334.607,8462.295,127.6880000000001
East Barre MHP,Device 70260490,362,9,0,2,-98.0,17071.766,17086.971,15.205000000001746
East Barre MHP,Device 72391632,362,11,0,4,-106.0,9306.722,9431.737,125.01499999999942
East Barre MHP,Device 70268691,16022,7,0,7,-93.0,3858.883,3964.475,105.5920000000001
East Barre MHP,Device 72392689,362,12,0,6,-97.0,6283.437,6531.382,247.9449999999997
Shady Lane MHP-Cust,Device 75362887,17037,8,0,3,-107.0,1399.659,1577.568,177.90899999999988
Shady Lane MHP-Cust,Device 75363901,17037,9,0,7,-120.0,1974.704,2123.2,148.49599999999987
Shady Lane MHP-Cust,Device 75368777,17037,33,0,3,-118.0,262.843,351.349,88.50599999999997
Shady Lane MHP-Cust,Device 75365898,17028,7,0,7,-107.0,3544.865,3774.192,229.32700000000023
Shady Lane MHP-Cust,Device 75368397,17028,7,0,7,-115.0,5208.84,5509.746,300.90599999999995
Shady Lane MHP-Cust,Device 75366953,17037,6,0,6,-106.0,3388.666,3673.017,284.35099999999966
Shady Lane MHP-Cust,Device 79466858,17028,8,0,7,-113.0,4858.413,5217.042,358.6290000000008
Shady Lane MHP-Cust,Device 79459895,17040,7,3,1,-118.0,6645.0,6645.0,0.0
Shady Lane MHP-Cust,Device 75365427,17028,7,0,7,-104.0,3668.555,3912.817,244.26200000000017
Shady Lane MHP-Cust,Device 75364586,17028,7,0,7,-117.0,1690.527,1772.038,81.51099999999997
Shady Lane MHP-Cust,Device 79466007,17037,7,0,4,-115.0,12362.03,12434.8,72.76999999999862
Shady Lane MHP-Cust,Device 75366029,17037,8,0,7,-113.0,7197.021,7796.946,599.9250000000002
Shady Lane MHP-Cust,Device 75368439,17028,7,0,7,-114.0,16485.822,17836.023,1350.201000000001
Shady Lane MHP-Cust,Device 79461768,17050,11,1,7,-109.0,5771.885,9118.0,3346.115
Shady Lane MHP-Cust,Device 75363992,17028,7,0,6,-112.0,8819.508,9425.784,606.2759999999998
Shady Lane MHP-Cust,Device 75364883,17037,33,1,4,-119.0,3179.198,3612.209,433.01099999999997
Shady Lane MHP-Cust,Device 75365302,17028,6,0,3,-107.0,1694.206,1705.921,11.715000000000146
Shady Lane MHP-Cust,Device 79466304,17037,7,0,7,-110.0,11410.164,12203.882,793.7179999999989
Shady Lane MHP-Cust,Device 79466379,17028,9,0,7,-111.0,1935.759,2088.998,153.23900000000003
Shady Lane MHP-Cust,Device 75369486,17037,9,0,7,-109.0,15852.425,18186.553,2334.1280000000006
Shady Lane MHP-Cust,Device 75369098,17037,6,0,6,-119.0,1496.491,1953.233,456.74199999999996
Shady Lane MHP-Cust,Device 79455422,17028,7,0,7,-115.0,6207.772,6756.396,548.6239999999998
Shady Lane MHP-Cust,Device 79454037,17040,9,0,7,-113.0,16505.0,18074.785,1569.7849999999999
Shady Lane MHP-Cust,Device 75366011,17037,7,0,7,-110.0,2153.805,2314.416,160.61100000000033
Shady Lane MHP-Cust,Device 75367100,17037,9,0,7,-106.0,10215.202,10763.846,548.6440000000002
Shady Lane MHP-Cust,Device 79461115,17037,6,0,7,-117.0,3276.744,3549.489,272.7449999999999
Shady Lane MHP-Cust,Device 79466452,17028,38,0,7,-107.0,245.483,362.854,117.37099999999998
Shady Lane MHP-Cust,Device 75366938,17037,6,0,6,-110.0,1004.856,1031.747,26.891000000000076
Shady Lane MHP-Cust,Device 70268832,17028,6,0,7,-114.0,41088.391,41145.348,56.95699999999488
Shady Lane MHP-Cust,Device 70269798,17050,7,0,0,-100.0,74.0,74.0,0.0
Shady Lane MHP-Cust,Device 70267966,17028,17,0,7,-109.0,3014.924,5339.884,2324.96
Shady Lane MHP-Cust,Device 65823489,17028,7,0,6,-93.0,1895.016,2217.709,322.69299999999976
Shady Lane MHP-Cust,Device 77054957,17028,7,0,7,-98.0,1.727,160.841,159.114
Shady Lane MHP-Cust,Device 77041962,17028,8,0,7,-111.0,1212.797,1453.229,240.43200000000002
Shady Lane MHP-Cust,Device 65824917,17028,7,0,4,-99.0,108.048,108.048,0.0
Shady Lane MHP-Cust,Device 65828520,17028,7,0,7,-108.0,1167.32,1409.86,242.53999999999996
River Hill MHC,Device 72378118,,0,0,,,,,
Broadway MHP DesMoines,Device 79460208,17037,7,0,7,-113.0,8700.334,9196.189,495.85499999999956
Broadway MHP DesMoines,Device 75365534,17037,7,0,0,-116.0,12044.323,12044.323,0.0
Broadway MHP DesMoines,Device 75369593,17037,7,0,7,-96.0,10498.427,11302.128,803.7010000000009
Broadway MHP DesMoines,Device 79454870,17037,7,0,0,-114.0,34936.0,34936.0,0.0
Broadway MHP DesMoines,Device 75368181,17037,13,0,7,-107.0,18098.838,24795.57,6696.732
Broadway MHP DesMoines,Device 79467070,17037,7,0,0,-111.0,3803.396,3803.396,0.0
Broadway MHP DesMoines,Device 79456115,17037,12,0,7,-112.0,2621.024,4892.393,2271.369
Broadway MHP DesMoines,Device 79455356,17037,7,0,2,-118.0,1139.395,1184.679,45.284000000000106
Broadway MHP DesMoines,Device 79454599,17037,6,0,5,-112.0,1281.0,1423.217,142.2170000000001
Broadway MHP DesMoines,Device 75365088,17037,7,0,0,-110.0,0.209,0.209,0.0
Broadway MHP DesMoines,Device 79454383,,0,0,,,,,
Broadway MHP DesMoines,Device 75367704,17040,8,0,0,-118.0,552.0,552.0,0.0
Broadway MHP DesMoines,Device 75368488,17037,6,0,6,-109.0,1504.198,1616.573,112.375
Broadway MHP DesMoines,Device 79460786,17037,6,0,0,-121.0,223589.328,224363.734,774.4059999999881
Broadway MHP DesMoines,Device 79458236,17037,15,0,7,-109.0,9275.284,13737.883,4462.599
Broadway MHP DesMoines,Device 79467088,17037,7,0,0,-110.0,0.124,0.124,0.0
Broadway MHP DesMoines,Device 75362234,17037,6,0,3,-113.0,7626.924,7936.886,309.96200000000044
Broadway MHP DesMoines,Device 75361251,17037,19,0,7,-110.0,23062.5,34371.867,11309.366999999998
Broadway MHP DesMoines,Device 79454474,17037,7,0,7,-112.0,4124.405,4529.66,405.2550000000001
Broadway MHP DesMoines,Device 75371813,17037,7,0,3,-116.0,228.906,232.06,3.1539999999999964
Broadway MHP DesMoines,Device 79458392,17037,7,0,6,-112.0,7352.774,8119.268,766.4939999999997
Broadway MHP DesMoines,Device 70262025,17040,11,2,0,-123.0,0.0,0.0,0.0
Broadway MHP DesMoines,Device 72379488,17037,5,0,2,-121.0,563.892,1156.157,592.2649999999999
Broadway MHP DesMoines,Device 72382516,,0,0,,,,,
Broadway MHP DesMoines,Device 72383142,17037,12,0,6,-110.0,4346.023,9102.665,4756.642000000001
Broadway MHP DesMoines,Device 72384900,17037,9,1,0,-121.0,152.185,229.069,76.88399999999999
Broadway MHP DesMoines,Device 72379884,17037,2,0,0,-101.0,6963.0,6963.0,0.0
Broadway MHP DesMoines,Device 72383191,17037,5,0,0,-122.0,0.0,0.0,0.0
Broadway MHP DesMoines,Device 2049914455,10693,2,0,0,-95.0,26217.0,26217.0,0.0
Broadway MHP DesMoines,Device 2049907004,,0,0,,,,,
Broadway MHP DesMoines,Device 2041750923,,0,0,,,,,
Broadway MHP DesMoines,Device 2041742920,,0,0,,,,,
Kay Bee Mobile Villa MHP,Device 75371904,16131,14,0,7,-95.0,34357.105,42457.527,8100.421999999999
Kay Bee Mobile Villa MHP,Device 75360378,16131,7,0,7,-115.0,8847.179,10257.41,1410.2309999999998
Kay Bee Mobile Villa MHP,Device 79463111,16131,6,0,6,-109.0,7448.011,7785.376,337.3649999999998
Kay Bee Mobile Villa MHP,Device 79463145,16131,7,0,7,-105.0,42157.488,44369.648,2212.1600000000035
Kay Bee Mobile Villa MHP,Device 79461065,16131,7,0,7,-110.0,14452.395,15312.911,860.5159999999996
Kay Bee Mobile Villa MHP,Device 79461289,16131,5,0,7,-105.0,26913.432,27560.926,647.4939999999988
Kay Bee Mobile Villa MHP,Device 79462832,16185,7,0,6,-115.0,88124.133,88909.367,785.2339999999967
Kay Bee Mobile Villa MHP,Device 79460992,16185,7,0,7,-115.0,46603.355,47524.684,921.3289999999979
Kay Bee Mobile Villa MHP,Device 75360709,16131,7,0,7,-103.0,21310.006,22286.297,976.2909999999974
Kay Bee Mobile Villa MHP,Device 75361673,16165,6,0,1,-116.0,210.801,210.801,0.0
Kay Bee Mobile Villa MHP,Device 75368058,16131,6,0,6,-109.0,13785.275,14156.139,370.8639999999996
Kay Bee Mobile Villa MHP,Device 72723978,16131,7,0,7,-113.0,29481.48,30795.195,1313.7150000000001
Kay Bee Mobile Villa MHP,Device 75373512,16131,7,0,7,-108.0,5732.458,5901.704,169.2460000000001
Kay Bee Mobile Villa MHP,Device 72719125,16185,8,0,7,-110.0,66286.773,67675.008,1388.2350000000006
Kay Bee Mobile Villa MHP,Device 70271653,16131,5,0,6,-105.0,6175.411,6260.226,84.8149999999996
Kay Bee Mobile Villa MHP,Device 72720248,16131,7,0,7,-108.0,14885.607,15140.871,255.2639999999992
Kay Bee Mobile Villa MHP,Device 70267461,16131,7,0,7,-105.0,45451.555,45899.871,448.3159999999989
Kay Bee Mobile Villa MHP,Device 72715412,16131,7,0,7,-102.0,6879.006,6899.424,20.417999999999665
Kay Bee Mobile Villa MHP,Device 72717319,16131,7,0,7,-103.0,35529.316,35847.555,318.2390000000014
Kay Bee Mobile Villa MHP,Device 72718127,16131,7,0,7,-109.0,59969.773,60505.367,535.5939999999973
Kay Bee Mobile Villa MHP,Device 72720529,16131,5,0,6,-101.0,63359.023,63958.504,599.4809999999998
Kay Bee Mobile Villa MHP,Device 72722004,16131,8,0,7,-108.0,33822.336,34766.281,943.9449999999997
Kay Bee Mobile Villa MHP,Device 72721279,16131,7,0,7,-103.0,60593.84,61576.871,983.0310000000027
Kay Bee Mobile Villa MHP,Device 72719976,16131,8,0,7,-110.0,15248.551,18287.178,3038.6270000000004
Kay Bee Mobile Villa MHP,Device 70272354,16131,7,0,7,-103.0,53687.254,55095.629,1408.375
Kay Bee Mobile Villa MHP,Device 72716907,16131,7,0,7,-108.0,39511.785,40336.621,824.8359999999957
Kay Bee Mobile Villa MHP,Device 72714399,16131,7,0,7,-103.0,92545.188,94728.328,2183.1399999999994
Kay Bee Mobile Villa MHP,Device 72716816,16131,7,0,7,-104.0,14812.777,15084.007,271.22999999999956
Kay Bee Mobile Villa MHP,Device 72720636,16131,7,0,6,-106.0,152508.0,153228.094,720.0940000000119
Kay Bee Mobile Villa MHP,Device 72714977,16131,10,0,7,-114.0,10008.655,11200.061,1191.405999999999
Kay Bee Mobile Villa MHP,Device 72722095,16131,7,0,7,-114.0,6846.725,6892.191,45.46599999999944
Kay Bee Mobile Villa MHP,Device 72719018,16131,5,0,7,-111.0,45744.023,46874.473,1130.449999999997
Kay Bee Mobile Villa MHP,Device 72715677,16131,9,0,7,-103.0,28586.424,28979.656,393.23199999999997
Kay Bee Mobile Villa MHP,Device 72722376,16131,7,0,7,-103.0,16560.674,17145.105,584.4310000000005
Kay Bee Mobile Villa MHP,Device 70271810,16131,8,0,7,-103.0,120590.797,120828.992,238.19499999999243
Kay Bee Mobile Villa MHP,Device 72722087,16131,7,0,7,-106.0,48654.254,50019.063,1364.809000000001
Kay Bee Mobile Villa MHP,Device 70272073,16131,7,0,7,-102.0,5882.933,6118.645,235.71200000000044
Kay Bee Mobile Villa MHP,Device 72721956,16131,7,0,6,-106.0,9629.22,9899.236,270.01600000000144
Kay Bee Mobile Villa MHP,Device 72721949,16131,7,0,7,-112.0,19329.15,19944.268,615.1179999999986
Kay Bee Mobile Villa MHP,Device 72722269,16185,6,0,7,-104.0,4632.201,4861.047,228.84599999999955
Kay Bee Mobile Villa MHP,Device 72714209,16131,7,0,7,-103.0,20078.039,20584.775,506.7360000000008
Kay Bee Mobile Villa MHP,Device 72717046,16131,5,0,7,-113.0,35902.324,36394.754,492.4300000000003
Kay Bee Mobile Villa MHP,Device 72716899,16131,7,0,6,-112.0,15982.166,16250.597,268.4310000000005
Kay Bee Mobile Villa MHP,Device 72721139,16131,7,0,7,-109.0,7440.676,7845.258,404.5819999999994
Kay Bee Mobile Villa MHP,Device 72717640,16131,7,0,7,-105.0,13224.0,13482.902,258.90200000000004
Kay Bee Mobile Villa MHP,Device 72724521,16131,7,0,7,-99.0,58604.773,60783.703,2178.9300000000003
Kay Bee Mobile Villa MHP,Device 72719174,16185,5,0,7,-111.0,35679.742,36329.281,649.5390000000043
Kay Bee Mobile Villa MHP,Device 72716311,16131,7,0,7,-107.0,10411.097,10725.141,314.04399999999987
Kay Bee Mobile Villa MHP,Device 72720552,16131,5,0,5,-124.0,31550.139,33107.355,1557.216000000004
