group,device,fwVer,sessions,completed,hung_est,days_with_records_of_7,rsrp_med
Wildwood Village MHC-CUST,Device 72715776,17037,7,6,0,7,-91.0
Wildwood Village MHC-CUST,Device 72719943,16185,7,6,0,7,-76.0
Wildwood Village MHC-CUST,Device 72718374,16185,7,6,0,7,-97.0
Wildwood Village MHC-CUST,Device 72717160,16185,7,6,0,7,-88.0
Wildwood Village MHC-CUST,Device 72715156,16185,6,6,0,7,-93.0
Wildwood Village MHC-CUST,Device 72721733,,0,0,0,,
Wildwood Village MHC-CUST,Device 72722863,362,13,14,0,7,-102.0
Wildwood Village MHC-CUST,Device 72722483,,0,0,0,,
Wildwood Village MHC-CUST,Device 72722400,362,11,13,0,7,-83.0
Wildwood Village MHC-CUST,Device 72722509,17037,7,6,0,0,-90.0
Wildwood Village MHC-CUST,Device 72716857,16185,7,6,0,6,-80.0
Wildwood Village MHC-CUST,Device 72714332,362,9,13,0,5,-84.0
Wildwood Village MHC-CUST,Device 72716451,,0,0,0,,
Wildwood Village MHC-CUST,Device 72722384,16185,6,5,0,7,-82.0
Wildwood Village MHC-CUST,Device 72714001,16185,5,4,0,6,-87.0
Wildwood Village MHC-CUST,Device 72721543,16185,5,6,0,5,-84.0
Wildwood Village MHC-CUST,Device 72715933,16185,6,6,0,7,-78.0
Wildwood Village MHC-CUST,Device 70272651,362,10,13,0,7,-92.0
Wildwood Village MHC-CUST,Device 70271703,16185,10,9,0,7,-93.0
Wildwood Village MHC-CUST,Device 65829544,16185,7,6,0,7,-87.0
Wildwood Village MHC-CUST,Device 65831896,362,10,13,0,7,-99.0
Kay Lou-Cust,Device 75363885,16131,7,6,0,6,-105.0
Kay Lou-Cust,Device 75370807,16131,7,6,0,7,-106.0
Kay Lou-Cust,Device 79463541,16131,7,6,0,7,-82.0
Kay Lou-Cust,Device 79454755,16131,7,6,0,7,-90.0
Kay Lou-Cust,Device 75367159,16131,7,6,0,7,-91.0
Kay Lou-Cust,Device 75362481,16131,7,6,0,7,-83.0
Kay Lou-Cust,Device 79466106,17037,7,6,0,7,-97.0
Kay Lou-Cust,Device 75364305,17037,7,6,0,7,-88.0
Kay Lou-Cust,Device 75365807,16131,7,6,0,7,-91.0
Kay Lou-Cust,Device 79462766,16131,7,6,0,0,-88.0
Kay Lou-Cust,Device 79453450,16131,7,6,0,3,-91.0
Kay Lou-Cust,Device 79454268,16131,7,6,0,7,-76.0
Kay Lou-Cust,Device 75374510,,0,0,0,,
Kay Lou-Cust,Device 79455372,16131,7,6,0,7,-101.0
Kay Lou-Cust,Device 75368975,16131,7,6,0,4,-83.0
Kay Lou-Cust,Device 75373447,16131,7,6,0,0,-84.0
Kay Lou-Cust,Device 75363125,16131,7,6,0,5,-102.0
Kay Lou-Cust,Device 75369379,16131,7,6,0,7,-101.0
Kay Lou-Cust,Device 75374882,17037,10,9,0,5,-93.0
Kay Lou-Cust,Device 75371086,16131,7,6,0,7,-86.0
Kay Lou-Cust,Device 75364271,16131,7,6,0,7,-92.0
Kay Lou-Cust,Device 75366045,16131,7,6,0,7,-94.0
Kay Lou-Cust,Device 75368009,17037,7,6,0,7,-85.0
Kay Lou-Cust,Device 79460422,17032,7,6,0,7,-83.0
Kay Lou-Cust,Device 75369288,16131,7,6,0,7,-104.0
Kay Lou-Cust,Device 75360253,17037,7,6,0,7,-89.0
Kay Lou-Cust,Device 75370609,16131,14,13,0,7,-111.0
Kay Lou-Cust,Device 75365864,16131,7,6,0,7,-95.0
Kay Lou-Cust,Device 75360188,16131,7,6,0,2,-89.0
Kay Lou-Cust,Device 75365419,16131,7,6,0,7,-101.0
Kay Lou-Cust,Device 79465702,17037,17,16,0,7,-89.0
Kay Lou-Cust,Device 75369130,16131,7,6,0,7,-84.0
Kay Lou-Cust,Device 75366342,16131,7,6,0,7,-106.0
Kay Lou-Cust,Device 75360592,16131,7,6,0,7,-86.0
Kay Lou-Cust,Device 79460547,16131,7,6,0,7,-90.0
Kay Lou-Cust,Device 75367720,16131,7,6,0,5,-80.0
Kay Lou-Cust,Device 79455562,17037,7,6,0,7,-92.0
Kay Lou-Cust,Device 79460919,17040,7,6,0,0,-83.0
Kay Lou-Cust,Device 75360816,17040,10,11,0,7,-91.0
Kay Lou-Cust,Device 75374536,16131,7,6,0,7,-99.0
Kay Lou-Cust,Device 75366300,16131,6,6,0,0,-85.0
Kay Lou-Cust,Device 75360873,16131,7,6,0,6,-83.0
Kay Lou-Cust,Device 79458038,16131,7,6,0,7,-96.0
Kay Lou-Cust,Device 79466247,16131,7,6,0,6,-93.0
Kay Lou-Cust,Device 79465447,17037,7,6,0,7,-86.0
Kay Lou-Cust,Device 79453971,16131,7,6,0,7,-108.0
Kay Lou-Cust,Device 79464721,16131,7,6,0,7,-80.0
Kay Lou-Cust,Device 79455216,16131,7,6,0,7,-92.0
Kay Lou-Cust,Device 75366284,16131,7,6,0,7,-83.0
Kay Lou-Cust,Device 79466791,16131,7,6,0,7,-89.0
Kay Lou-Cust,Device 75367688,16131,7,6,0,6,-82.0
Kay Lou-Cust,Device 75374742,16131,7,6,0,6,-86.0
Kay Lou-Cust,Device 75361152,17037,7,6,0,6,-88.0
Kay Lou-Cust,Device 72390279,17040,7,6,0,3,-92.0
Kay Lou-Cust,Device 72392101,17037,7,6,0,4,-82.0
Kay Lou-Cust,Device 72385527,16131,7,6,0,7,-98.0
Kay Lou-Cust,Device 72390667,16131,7,6,0,7,-85.0
Kay Lou-Cust,Device 72383589,16131,7,6,0,7,-91.0
Kay Lou-Cust,Device 70273592,16131,6,5,0,6,-88.0
Kay Lou-Cust,Device 72380759,16131,7,6,0,6,-89.0
Kay Lou-Cust,Device 72382938,17040,7,6,0,4,-85.0
Kay Lou-Cust,Device 72390436,16131,7,6,0,6,-100.0
Kay Lou-Cust,Device 72389628,16131,7,6,0,7,-96.0
Kay Lou-Cust,Device 72389024,16131,7,6,0,7,-102.0
Maple Run MHC-CUST,Missing Meter 120,,0,0,0,,
Maple Run MHC-CUST,Device 72718267,362,12,13,0,7,-111.0
Maple Run MHC-CUST,Device 72722525,362,8,13,0,5,-111.0
Maple Run MHC-CUST,Device 72715214,362,11,13,0,7,-110.0
Maple Run MHC-CUST,Device 72722855,362,8,13,0,7,-114.0
Maple Run MHC-CUST,Device 72721329,362,11,12,0,7,-117.0
Maple Run MHC-CUST,Device 70271737,362,7,12,0,1,-114.0
Maple Run MHC-CUST,Device 72716303,362,13,14,0,7,-117.0
Maple Run MHC-CUST,Device 72714878,362,15,15,0,7,-119.0
Maple Run MHC-CUST,Device 72721881,362,10,13,0,7,-110.0
Maple Run MHC-CUST,Device 72716386,362,11,13,0,6,-116.0
Maple Run MHC-CUST,Device 72722640,362,28,27,0,0,-110.0
Maple Run MHC-CUST,Device 72718002,362,11,13,0,7,-112.0
Maple Run MHC-CUST,Device 72716097,362,11,14,0,7,-112.0
Maple Run MHC-CUST,Device 72722277,362,11,10,0,7,-112.0
Maple Run MHC-CUST,Device 72391681,362,7,12,0,1,-113.0
Maple Run MHC-CUST,Device 72391137,362,13,13,0,7,-114.0
Maple Run MHC-CUST,Device 70273469,362,9,11,0,6,-111.0
Maple Run MHC-CUST,Device 72386681,362,10,13,0,7,-115.0
Maple Run MHC-CUST,Device 72381153,362,13,13,0,7,-115.0
Maple Run MHC-CUST,Device 72382052,362,11,13,0,1,-112.0
Maple Run MHC-CUST,Device 72391327,362,11,13,0,7,-112.0
Maple Run MHC-CUST,Device 72383126,362,14,13,0,7,-120.0
Maple Run MHC-CUST,Device 70272818,362,14,13,0,7,-107.0
Maple Run MHC-CUST,Device 72390949,362,13,12,0,7,-122.0
Maple Run MHC-CUST,Device 70270531,362,12,13,0,7,-109.0
Maple Run MHC-CUST,Device 70266521,16022,8,7,0,7,-121.0
Maple Run MHC-CUST,Device 70264757,362,8,13,0,7,-112.0
Maple Run MHC-CUST,Device 77059659,362,11,13,0,7,-108.0
Maple Run MHC-CUST,Device 70270507,362,10,13,0,7,-108.0
Maple Run MHC-CUST,Device 70273311,362,7,12,0,4,-124.0
Maple Run MHC-CUST,Device 70268568,362,11,13,0,7,-121.0
Maple Run MHC-CUST,Device 70264575,362,8,13,0,7,-111.0
Maple Run MHC-CUST,Device 70266901,17040,9,7,1,1,-119.0
Maple Run MHC-CUST,Device 70267297,362,11,13,0,7,-117.0
Maple Run MHC-CUST,Device 70270473,362,13,13,0,7,-121.0
Maple Run MHC-CUST,Device 70264872,362,10,13,0,7,-110.0
Maple Run MHC-CUST,Device 70264567,16022,7,6,0,7,-109.0
Maple Run MHC-CUST,Device 70273170,362,9,13,0,7,-119.0
Maple Run MHC-CUST,Device 70270598,362,13,12,0,7,-122.0
Maple Run MHC-CUST,Device 70264591,16022,6,6,0,0,-118.0
Maple Run MHC-CUST,Device 70270564,362,10,13,0,7,-115.0
Maple Run MHC-CUST,Device 70271224,362,12,13,0,7,-115.0
Maple Run MHC-CUST,Device 70267305,362,11,12,0,6,-111.0
Maple Run MHC-CUST,Device 70264500,362,11,13,0,7,-122.0
Maple Run MHC-CUST,Device 70258452,16022,6,6,0,0,-120.0
Maple Run MHC-CUST,Device 70267099,362,10,13,0,7,-113.0
Maple Run MHC-CUST,Device 70258833,362,9,13,0,7,-115.0
Maple Run MHC-CUST,Device 70271059,362,14,13,0,7,-119.0
Maple Run MHC-CUST,Device 70263213,362,12,13,0,7,-118.0
Maple Run MHC-CUST,Device 70264716,362,10,13,0,7,-121.0
Maple Run MHC-CUST,Device 77028563,362,10,13,0,7,-116.0
Maple Run MHC-CUST,Device 70264526,16131,7,6,0,7,-116.0
Maple Run MHC-CUST,Device 70261597,362,12,14,0,7,-116.0
Maple Run MHC-CUST,Device 70270135,362,8,7,0,7,-116.0
Maple Run MHC-CUST,Device 70267032,362,8,13,0,7,-112.0
Maple Run MHC-CUST,Device 70259781,362,11,13,0,7,-118.0
Maple Run MHC-CUST,Device 70271075,362,11,13,0,7,-115.0
Maple Run MHC-CUST,Device 70270861,362,9,13,0,7,-118.0
Maple Run MHC-CUST,Device 70271984,362,10,13,0,3,-123.0
Maple Run MHC-CUST,Device 70267818,362,7,13,0,3,-112.0
Maple Run MHC-CUST,Device 70270663,362,11,13,0,6,-108.0
Maple Run MHC-CUST,Device 70258510,362,12,13,0,7,-109.0
Maple Run MHC-CUST,Device 70269392,362,12,13,0,7,-116.0
Maple Run MHC-CUST,Device 70259328,362,11,13,0,7,-115.0
Maple Run MHC-CUST,Device 70268394,362,10,13,0,6,-112.0
Maple Run MHC-CUST,Device 70269053,362,11,13,0,7,-111.0
Maple Run MHC-CUST,Device 77059147,16131,7,6,0,7,-109.0
Maple Run MHC-CUST,Device 70267123,362,10,9,0,7,-112.0
Maple Run MHC-CUST,Device 70260854,362,12,12,0,6,-117.0
Maple Run MHC-CUST,Device 70264807,362,12,13,0,6,-117.0
Maple Run MHC-CUST,Device 70258460,362,6,6,0,0,-116.0
Maple Run MHC-CUST,Device 70271125,362,10,12,0,7,-105.0
Maple Run MHC-CUST,Device 70260755,362,12,13,0,7,-116.0
Maple Run MHC-CUST,Device 70264781,362,7,12,0,5,-109.0
Maple Run MHC-CUST,Device 70268261,362,8,13,0,7,-118.0
Maple Run MHC-CUST,Device 70272081,362,8,13,0,7,-115.0
Maple Run MHC-CUST,Device 70271091,362,9,13,0,0,-123.0
Maple Run MHC-CUST,Device 70261696,362,9,12,0,6,-112.0
Maple Run MHC-CUST,Device 70259492,362,9,13,0,7,-118.0
Maple Run MHC-CUST,Device 70270424,362,10,13,0,7,-115.0
Maple Run MHC-CUST,Device 70270994,362,12,13,0,7,-116.0
Maple Run MHC-CUST,Device 77059998,362,12,13,0,7,-110.0
Maple Run MHC-CUST,Device 70260219,362,11,13,0,7,-108.0
Maple Run MHC-CUST,Device 70260425,362,11,13,0,7,-106.0
Maple Run MHC-CUST,Device 70260961,362,11,13,0,7,-117.0
Maple Run MHC-CUST,Device 70265028,16022,7,6,0,1,-116.0
Maple Run MHC-CUST,Device 77059964,362,11,13,0,7,-109.0
Maple Run MHC-CUST,Device 77059824,362,10,13,0,7,-113.0
Maple Run MHC-CUST,Device 70266950,362,7,6,0,7,-113.0
Maple Run MHC-CUST,Device 77058693,362,7,13,0,7,-112.0
Maple Run MHC-CUST,Device 70270630,362,9,13,0,7,-100.0
Maple Run MHC-CUST,Device 70267321,362,10,13,0,5,-119.0
Maple Run MHC-CUST,Device 70265309,16022,7,6,0,5,-115.0
Maple Run MHC-CUST,Device 77059832,362,12,13,0,6,-115.0
Maple Run MHC-CUST,Device 70260151,362,12,13,0,7,-110.0
Maple Run MHC-CUST,Device 70268402,362,11,13,0,7,-121.0
Maple Run MHC-CUST,Device 70268071,362,11,13,0,7,-107.0
Maple Run MHC-CUST,Device 70270028,362,9,13,0,7,-110.0
Maple Run MHC-CUST,Device 70270796,362,5,6,0,7,-114.0
Maple Run MHC-CUST,Device 70269632,362,12,13,0,7,-114.0
Maple Run MHC-CUST,Device 70267222,17037,8,7,0,6,-114.0
Maple Run MHC-CUST,Device 77059915,362,8,13,0,7,-109.0
Maple Run MHC-CUST,Device 70267081,362,7,13,0,1,-116.0
Maple Run MHC-CUST,Device 70267180,362,14,13,0,7,-117.0
Maple Run MHC-CUST,Device 70265812,362,12,12,0,7,-117.0
Maple Run MHC-CUST,Device 70258437,362,11,13,0,7,-105.0
Maple Run MHC-CUST,Device 70267263,362,13,13,0,6,-118.0
Maple Run MHC-CUST,Device 77059683,362,11,14,0,7,-114.0
Maple Run MHC-CUST,Device 70267545,362,12,13,0,7,-120.0
Maple Run MHC-CUST,Device 70258577,362,12,13,0,7,-111.0
Maple Run MHC-CUST,Device 70271422,362,12,13,0,7,-116.0
Maple Run MHC-CUST,Device 70273527,362,10,13,0,7,-113.0
Maple Run MHC-CUST,Device 70266943,362,9,11,0,5,-122.0
Maple Run MHC-CUST,Device 70270838,362,11,13,0,7,-114.0
Maple Run MHC-CUST,Device 70259716,362,8,13,0,7,-112.0
Maple Run MHC-CUST,Device 70265465,362,7,13,0,2,-119.0
Maple Run MHC-CUST,Device 70260896,17040,6,4,1,0,-124.0
Maple Run MHC-CUST,Device 70272040,362,11,13,0,7,-115.0
Maple Run MHC-CUST,Device 70261399,362,11,13,0,7,-113.0
Maple Run MHC-CUST,Device 70268337,16131,7,6,0,6,-117.0
Maple Run MHC-CUST,Device 70272057,16022,7,6,0,6,-114.0
Maple Run MHC-CUST,Device 77061069,362,9,13,0,7,-109.0
Maple Run MHC-CUST,Device 70267008,362,14,13,0,7,-118.0
Maple Run MHC-CUST,Device 70264344,362,13,13,0,7,-114.0
Maple Run MHC-CUST,Device 70270549,362,9,13,0,7,-113.0
Maple Run MHC-CUST,Device 70260201,362,12,13,0,4,-111.0
Maple Run MHC-CUST,Device 70264609,362,13,13,0,7,-115.0
Maple Run MHC-CUST,Device 77055061,362,14,14,0,7,-119.0
Maple Run MHC-CUST,Device 65823851,362,9,13,0,7,-110.0
Maple Run MHC-CUST,Device 77060293,362,11,13,0,7,-111.0
Maple Run MHC-CUST,Device 77041822,16022,7,6,0,7,-119.0
Maple Run MHC-CUST,Device 77052233,16131,7,6,0,7,-111.0
Maple Run MHC-CUST,Device 77061630,362,14,13,0,7,-111.0
Maple Run MHC-CUST,Device 77055236,362,7,7,0,7,-115.0
Maple Run MHC-CUST,Device 65826359,362,12,13,0,7,-120.0
Maple Run MHC-CUST,Device 65827423,362,12,13,0,7,-110.0
Maple Run MHC-CUST,Device 65828835,362,9,13,0,5,-118.0
Maple Run MHC-CUST,Device 65824610,362,11,13,0,7,-122.0
Maple Run MHC-CUST,Device 65830534,362,13,13,0,7,-107.0
Maple Run MHC-CUST,Device 65829031,362,13,13,0,7,-115.0
Maple Run MHC-CUST,Device 65822176,362,12,13,0,7,-118.0
Maple Run MHC-CUST,Device 65823893,362,8,13,0,6,-109.0
Maple Run MHC-CUST,Device 65823422,362,10,13,0,0,-118.0
Eastwood Hills MHC-CUST,Device 72723812,362,12,13,0,7,-104.0
Eastwood Hills MHC-CUST,Device 75366151,362,13,13,0,7,-90.0
Eastwood Hills MHC-CUST,Device 75373140,362,6,6,0,7,-91.0
Eastwood Hills MHC-CUST,Device 72714241,362,14,13,0,7,-85.0
Eastwood Hills MHC-CUST,Device 72717152,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72720933,16185,7,6,0,7,-88.0
Eastwood Hills MHC-CUST,Device 70271760,362,10,13,0,7,-104.0
Eastwood Hills MHC-CUST,Device 72718135,16185,7,6,0,6,-92.0
Eastwood Hills MHC-CUST,Device 72720990,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72722764,362,12,13,0,7,-85.0
Eastwood Hills MHC-CUST,Device 72720883,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72715503,362,11,13,0,7,-99.0
Eastwood Hills MHC-CUST,Device 72717517,362,11,13,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72721113,362,11,12,0,7,-93.0
Eastwood Hills MHC-CUST,Device 72717301,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72714126,16131,7,6,0,6,-103.0
Eastwood Hills MHC-CUST,Device 72720453,362,10,13,0,7,-95.0
Eastwood Hills MHC-CUST,Device 72713847,362,9,11,0,3,-103.0
Eastwood Hills MHC-CUST,Device 72720040,16185,7,6,0,6,-94.0
Eastwood Hills MHC-CUST,Device 70271711,16131,7,6,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72716980,362,10,13,0,7,-101.0
Eastwood Hills MHC-CUST,Device 72715826,362,12,13,0,7,-106.0
Eastwood Hills MHC-CUST,Device 72717996,362,9,13,0,7,-101.0
Eastwood Hills MHC-CUST,Device 72716352,16185,7,6,0,7,-93.0
Eastwood Hills MHC-CUST,Device 72720412,16131,7,6,0,7,-99.0
Eastwood Hills MHC-CUST,Device 72718093,16131,7,6,0,7,-103.0
Eastwood Hills MHC-CUST,Device 70259823,362,10,13,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72714035,16185,7,6,0,5,-84.0
Eastwood Hills MHC-CUST,Device 72720149,362,12,13,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72716667,362,10,13,0,7,-98.0
Eastwood Hills MHC-CUST,Device 72714605,16185,2,1,0,1,-113.0
Eastwood Hills MHC-CUST,Device 72714308,362,9,12,0,7,-90.0
Eastwood Hills MHC-CUST,Device 72720198,17040,12,11,0,0,-103.0
Eastwood Hills MHC-CUST,Device 72722889,362,11,13,0,7,-97.0
Eastwood Hills MHC-CUST,Device 72714282,16185,7,6,0,6,-104.0
Eastwood Hills MHC-CUST,Device 72722871,362,9,13,0,7,-95.0
Eastwood Hills MHC-CUST,Device 72719265,362,10,13,0,7,-91.0
Eastwood Hills MHC-CUST,Device 72719570,362,7,7,0,6,-95.0
Eastwood Hills MHC-CUST,Device 72718663,362,9,13,0,7,-110.0
Eastwood Hills MHC-CUST,Device 72722988,362,13,13,0,7,-84.0
Eastwood Hills MHC-CUST,Device 72722327,16185,7,6,0,7,-92.0
Eastwood Hills MHC-CUST,Device 72720156,362,9,13,0,7,-79.0
Eastwood Hills MHC-CUST,Device 72713821,362,13,13,0,7,-89.0
Eastwood Hills MHC-CUST,Device 72722731,16022,7,6,0,6,-91.0
Eastwood Hills MHC-CUST,Device 72713862,16131,7,6,0,1,-80.0
Eastwood Hills MHC-CUST,Device 72720065,362,12,13,0,7,-90.0
Eastwood Hills MHC-CUST,Device 72715131,362,9,13,0,7,-85.0
Eastwood Hills MHC-CUST,Device 72721089,362,13,13,0,7,-105.0
Eastwood Hills MHC-CUST,Device 72719083,362,10,13,0,6,-97.0
Eastwood Hills MHC-CUST,Device 70271950,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72721303,362,13,13,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72721634,362,12,13,0,7,-84.0
Eastwood Hills MHC-CUST,Device 72723127,16022,7,6,0,5,-95.0
Eastwood Hills MHC-CUST,Device 70271018,362,11,13,0,7,-88.0
Eastwood Hills MHC-CUST,Device 72717038,16185,7,6,0,6,-94.0
Eastwood Hills MHC-CUST,Device 72724224,362,8,11,0,6,-96.0
Eastwood Hills MHC-CUST,Device 72714381,362,12,13,0,7,-95.0
Eastwood Hills MHC-CUST,Device 70269111,362,8,13,0,7,-86.0
Eastwood Hills MHC-CUST,Device 72720420,17037,7,6,0,7,-97.0
Eastwood Hills MHC-CUST,Device 72718432,362,11,13,0,7,-101.0
Eastwood Hills MHC-CUST,Device 72715313,362,11,14,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72715586,362,9,11,0,7,-95.0
Eastwood Hills MHC-CUST,Device 72715099,362,12,13,0,7,-108.0
Eastwood Hills MHC-CUST,Device 72721238,17037,7,6,0,7,-91.0
Eastwood Hills MHC-CUST,Device 72721766,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72724539,362,12,13,0,7,-111.0
Eastwood Hills MHC-CUST,Device 72718440,16185,7,6,0,2,-79.0
Eastwood Hills MHC-CUST,Device 72716725,362,12,13,0,7,-91.0
Eastwood Hills MHC-CUST,Device 72716436,16185,7,6,0,5,-102.0
Eastwood Hills MHC-CUST,Device 70271893,362,12,13,0,7,-94.0
Eastwood Hills MHC-CUST,Device 72719786,362,10,13,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72717673,362,13,13,0,7,-85.0
Eastwood Hills MHC-CUST,Device 72717004,16185,7,6,0,2,-98.0
Eastwood Hills MHC-CUST,Device 72722103,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72721253,362,11,11,0,6,-98.0
Eastwood Hills MHC-CUST,Device 72719026,362,11,13,0,7,-88.0
Eastwood Hills MHC-CUST,Device 72716873,362,13,13,0,5,-103.0
Eastwood Hills MHC-CUST,Device 72722319,362,8,13,0,7,-88.0
Eastwood Hills MHC-CUST,Device 72716618,362,9,13,0,6,-100.0
Eastwood Hills MHC-CUST,Device 72723291,362,8,13,0,7,-100.0
Eastwood Hills MHC-CUST,Device 72724315,362,10,12,0,7,-85.0
Eastwood Hills MHC-CUST,Device 70271695,17040,7,6,0,0,-93.0
Eastwood Hills MHC-CUST,Device 72722244,362,10,13,0,7,-103.0
Eastwood Hills MHC-CUST,Device 72721220,362,11,11,0,7,-83.0
Eastwood Hills MHC-CUST,Device 72720354,362,9,13,0,7,-97.0
Eastwood Hills MHC-CUST,Device 72721618,362,12,13,0,7,-105.0
Eastwood Hills MHC-CUST,Device 72721261,362,10,13,0,7,-95.0
Eastwood Hills MHC-CUST,Device 72720495,362,9,13,0,7,-85.0
Eastwood Hills MHC-CUST,Device 72715701,16022,7,6,0,7,-81.0
Eastwood Hills MHC-CUST,Device 72721840,16185,7,6,0,1,-86.0
Eastwood Hills MHC-CUST,Device 72714340,362,8,12,0,0,-83.0
Eastwood Hills MHC-CUST,Device 72720826,362,11,13,0,7,-96.0
Eastwood Hills MHC-CUST,Device 72720685,16185,7,6,0,6,-85.0
Eastwood Hills MHC-CUST,Device 70271620,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72723218,362,12,11,0,6,-102.0
Eastwood Hills MHC-CUST,Device 72715081,362,10,13,0,7,-67.0
Eastwood Hills MHC-CUST,Device 70272487,362,11,13,0,7,-100.0
Eastwood Hills MHC-CUST,Device 72714373,362,10,13,0,7,-101.0
Eastwood Hills MHC-CUST,Device 72720560,362,13,13,0,7,-100.0
Eastwood Hills MHC-CUST,Device 72715982,362,11,12,0,6,-95.0
Eastwood Hills MHC-CUST,Device 72718853,16131,8,7,0,7,-90.0
Eastwood Hills MHC-CUST,Device 72722756,16185,7,6,0,6,-101.0
Eastwood Hills MHC-CUST,Device 72722822,16185,7,6,0,6,-98.0
Eastwood Hills MHC-CUST,Device 72717269,16185,16,15,0,7,-88.0
Eastwood Hills MHC-CUST,Device 72713904,362,14,14,0,7,-95.0
Eastwood Hills MHC-CUST,Device 70272479,16185,7,6,0,7,-100.0
Eastwood Hills MHC-CUST,Device 72718796,16022,7,6,0,7,-103.0
Eastwood Hills MHC-CUST,Device 72714720,17037,7,6,0,7,-78.0
Eastwood Hills MHC-CUST,Device 72716527,362,12,13,0,7,-82.0
Eastwood Hills MHC-CUST,Device 72718283,362,8,13,0,7,-95.0
Eastwood Hills MHC-CUST,Device 72716949,362,12,13,0,7,-103.0
Eastwood Hills MHC-CUST,Device 72723119,362,11,14,0,7,-110.0
Eastwood Hills MHC-CUST,Device 72717509,362,12,13,0,7,-97.0
Eastwood Hills MHC-CUST,Device 72720024,362,9,9,0,7,-105.0
Eastwood Hills MHC-CUST,Device 72716535,16131,7,6,0,5,-101.0
Eastwood Hills MHC-CUST,Device 72717541,362,8,13,0,7,-81.0
Eastwood Hills MHC-CUST,Device 72715008,16131,7,6,0,5,-92.0
Eastwood Hills MHC-CUST,Device 72716972,16185,8,7,0,7,-88.0
Eastwood Hills MHC-CUST,Device 72716329,362,13,13,0,7,-90.0
Eastwood Hills MHC-CUST,Device 70272685,,0,0,0,,
Eastwood Hills MHC-CUST,Device 72721626,362,6,5,0,6,-81.0
Eastwood Hills MHC-CUST,Device 70272438,362,7,12,0,3,-105.0
Eastwood Hills MHC-CUST,Device 72714548,362,11,13,0,7,-98.0
Eastwood Hills MHC-CUST,Device 72715115,16185,7,6,0,7,-94.0
Eastwood Hills MHC-CUST,Device 72717681,16185,7,6,0,0,-95.0
Eastwood Hills MHC-CUST,Device 72721196,17037,7,6,0,6,-90.0
Eastwood Hills MHC-CUST,Device 70267552,362,10,13,0,7,-101.0
Eastwood Hills MHC-CUST,Device 77028902,16185,7,6,0,7,-94.0
Eastwood Hills MHC-CUST,Device 77056853,362,13,13,0,7,-108.0
Eastwood Hills MHC-CUST,Device 77061952,17040,6,7,0,0,-104.0
Eastwood Hills MHC-CUST,Device 77056036,362,9,13,0,7,-98.0
Eastwood Hills MHC-CUST,Device 77054247,362,12,13,0,7,-98.0
Eastwood Hills MHC-CUST,Device 77057455,362,9,13,0,4,-101.0
Eastwood Hills MHC-CUST,Device 77029363,362,10,13,0,7,-105.0
Eastwood Hills MHC-CUST,Device 77061184,362,7,7,0,7,-95.0
Eastwood Hills MHC-CUST,Device 65830054,16185,7,6,0,7,-77.0
Eastwood Hills MHC-CUST,Device 65824636,362,12,13,0,7,-110.0
Eastwood Hills MHC-CUST,Device 65825872,,0,0,0,,
Eastwood Hills MHC-CUST,Device 65830781,16185,7,6,0,0,-107.0
Eastwood Hills MHC-CUST,Device 65830344,362,12,13,0,7,-97.0
Eastwood Hills MHC-CUST,Device 65827043,362,11,13,0,6,-108.0
Eastwood Hills MHC-CUST,Device 65826029,362,8,13,0,7,-90.0
Eastwood Hills MHC-CUST,Device 65825294,362,11,13,0,7,-78.0
Eastwood Hills MHC-CUST,Device 65824669,362,7,13,0,0,-97.0
Eastwood Hills MHC-CUST,Device 65823729,362,9,13,0,7,-100.0
Eastwood Hills MHC-CUST,Device 65828934,362,7,10,0,6,-104.0
Eastwood Hills MHC-CUST,Device 65822390,16185,7,6,0,7,-93.0
Eastwood Hills MHC-CUST,Device 65823067,362,9,13,0,7,-109.0
Blue Sky Village MHC,Device 79455406,15154,7,6,0,7,-91.0
Blue Sky Village MHC,Device 79460521,15154,7,6,0,7,-84.0
Blue Sky Village MHC,Device 79464101,16131,7,6,0,7,-89.0
Blue Sky Village MHC,Device 79461628,17040,7,6,0,0,-92.0
Blue Sky Village MHC,Device 79462220,17040,10,9,0,7,-82.0
Green Acres MHC,Device 72721147,362,10,13,0,7,-103.0
Green Acres MHC,Device 72718333,16022,7,6,0,7,-114.0
Green Acres MHC,Device 70272131,362,15,17,0,7,-106.0
Green Acres MHC,Device 72387713,16131,11,10,0,6,-104.0
Green Acres MHC,Device 72384132,362,10,13,0,7,-99.0
